"","newAnalysisData.Rho","oldData.Rho","newAnalysisData.p.adj","oldData.p.adj","newAnalysisData.permPValue","oldData.permp.2sided","RhoChange","RhoChangePercent","pChange","pChangePercent"
"HOXC12",-0.0757428012392078,-0.156049719119046,0.779361992554188,0.468135329933292,0.423972488238244,0.139211285668483,-0.0803069178798382,1.0602580914088,0.284761202569761,0.671650190683468
"HOXC6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAAH",-0.0441385838454291,-0.0453230587059103,0.800902260145678,0.783281452042255,0.906463690038004,0.680547405482438,-0.00118447486048125,0.0268353616561241,0.225916284555566,0.249228167700898
"RSRP1",0.0818579228304942,0.036539941716419,0.62041236047523,0.838754147527137,0.847477586091623,0.972928095508334,0.0453179811140752,0.553617530802932,-0.125450509416711,-0.14802811481453
"SEC61A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB9B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NRK",0.0315133473234078,0.0418685998083381,0.867324477156726,0.806273774650403,0.417843148436291,0.400096596039562,-0.0103552524849303,-0.328598938686483,0.0177465523967288,0.0424718042240069
"TTC21B",0.083376706444196,0.0936165048017455,0.597250611647557,0.515585398569059,0.169395598206844,0.162759952154114,-0.0102397983575495,-0.122813658565453,0.0066356460527297,0.0391724821835519
"NMI",-0.0595867632054468,-0.0668109107588368,0.726044446031628,0.665203564191886,0.342069592251584,0.354858380469752,-0.00722414755339001,0.121237455514779,-0.0127887882181676,-0.0373865099612882
"TNFAIP6",0.0324566113175062,-0.0203737680284048,0.8874860998684,0.925961801621297,0.812936454849498,0.7262927404413,0.0120828432891014,0.372276796579323,0.0866437144081983,0.106581164974621
"ACVR1C",0.141279552891334,0.111862787413957,0.41411064074735,0.524100529906555,0.0407904830901263,0.158115004377255,0.0294167654773769,0.208216722627959,-0.117324521287129,-2.87627192421087
"BATF3",-0.0631308739554333,-0.119521325944912,0.803336925296478,0.574032251432184,0.907409072270743,0.619383241263996,-0.0563904519894786,0.893230973315639,0.288025831006747,0.317415639548299
"KCNJ2",-0.297366087757589,-0.375961271079073,0.160594717805373,0.0525038808844033,0.558397713485544,0.0394501925186603,-0.0785951833214835,0.264304460250201,0.518947520966883,0.929351085138923
"EXOSC9",-0.178400376800866,-0.182697061498527,0.284529199911326,0.254094689514592,0.3085079273178,0.123408918486049,-0.00429668469766117,0.0240845046109808,0.185099008831751,0.599981369817693
"PLA2G12A",0.0912133103349512,0.0460964586947181,0.69269844606434,0.847002720203577,0.586497041985493,0.873824300978949,0.0451168516402331,0.494630131003426,-0.287327258993456,-0.489904020693362
"SNRPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B9D2",0.164875220648339,0.0917108097258394,0.485212844385396,0.722272610198674,0.186852943906741,0.741141732283465,0.0731644109224994,0.443756257822097,-0.554288788376724,-2.96644396811523
"RAB38",-0.28251527830319,-0.364708149184969,0.128420261233753,0.0318035600163723,0.144485335877689,0.00177815410668924,-0.0821928708817788,0.29093248115796,0.142707181771,0.987693186330034
"GPR83",0.103966223526709,0.0965594379407439,0.510565531371665,0.529444691070135,0.0987107323214053,0.174043779044094,0.00740678558596475,0.071242229781117,-0.0753330467226887,-0.763169768383461
"HAUS3",0.132519898474903,0.117647308440087,0.337732040667924,0.393782582384362,0.0759027180954091,0.0475181471069525,0.0148725900348164,0.112229108277147,0.0283845709884566,0.373959875228413
"CHPF",0.0343409509248114,0.0330897559979948,0.872073330060578,0.86602406921195,0.817773464711054,0.926201360945499,0.00125119492681657,0.036434486906202,-0.108427896234445,-0.132589159361824
"INHA",0.217129575834213,0.171036313140572,0.0743175732253678,0.175663579779573,0.0166353061922682,0.354961430943523,0.0460932626936415,0.212284588668084,-0.338326124751255,-20.3378357356898
"ENKD1",0.0513935366146512,0.053111963972762,0.786053429886551,0.762241823601963,0.65695384833806,0.342940632357888,-0.00171842735811076,-0.0334366434245523,0.314013215980172,0.477983676896866
"ACTR5",-0.090614201554522,-0.0674344986021131,0.597326903804807,0.695408361523045,0.102951394736415,0.648928556392877,0.0231797029524089,-0.255806513270018,-0.545977161656462,-5.30325172431435
"MC3R",0.283779440746894,0.269093095111407,0.0228652386783162,0.027219912755321,0.0298499072460509,0.0210140655268256,0.0146863456354872,0.05175267664505,0.00883584171922533,0.296009017595668
"SYS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WFDC3",-0.190114614320807,-0.180193126403141,0.258448455558928,0.265611657525514,0.739466353733272,0.870054570259209,0.00992148791766598,-0.052186876601312,-0.130588216525937,-0.176597915329953
"PLCG1",0.0286912254430534,0.0220158445291335,0.896025167782498,0.916294035159613,0.901320620323032,0.925104495436322,0.00667538091391986,0.232662802331996,-0.0237838751132898,-0.0263878075981061
"SRSF6",-0.29429523715087,-0.376690730708613,0.180958973871989,0.0644260703046423,0.694724409272345,0.0321643051014084,-0.0823954935577433,0.279975627045243,0.662560104170937,0.953702065636218
"RAB22A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTGIS",0.0275752226772075,0.022505970597274,0.887657536228324,0.901500760735595,0.965454786613673,0.954128825219708,0.00506925207993352,0.183833586378381,0.0113259613939647,0.0117312188525062
"SNAI1",0.0427578895919194,0.0226616872380149,0.878079948638455,0.934883766476233,0.847712370994963,0.838084787608939,0.0200962023539045,0.469999865421384,0.00962758338602421,0.0113571344661684
"MOCS3",-0.0530486980887015,-0.0627586329806386,0.769670883332816,0.707405309892886,0.59946954496183,0.356865950001048,-0.00970993489193715,0.183038137443098,0.242603594960782,0.404697114306665
"RNF114",-0.114252409399597,-0.0967965794366228,0.575867735747196,0.627673259054416,0.241335233466205,0.706169345470674,0.0174558299629739,-0.152783035865111,-0.464834112004469,-1.92609303386097
"PEPD",0.201502035164508,0.175535351761504,0.134799530253272,0.19077627672978,0.0902965770318234,0.863758728022209,0.0259666834030039,0.128865613599409,-0.773462150990386,-8.56579702592484
"IL9R",-0.0623481289326859,-0.0641071812492456,0.699751796569504,0.671002518626583,0.419288754006547,0.628672618299174,-0.00175905231655966,0.0282133938367072,-0.209383864292627,-0.499378679470516
"MCEE",-0.00596016818366144,-0.0260991941176594,0.978496235262615,0.893194318934815,0.96419696009422,0.886813808715337,-0.020139025933998,3.37893584768378,0.0773831513788832,0.0802565809493129
"PAIP2B",-0.0553557224271572,-0.104994570626624,0.851118268354345,0.673700216666927,0.782833699034127,0.342360636114911,-0.0496388481994668,0.896724783328168,0.440473062919216,0.562664922911058
"MPHOSPH10",-0.075889045846751,-0.0989890568022665,0.63395514336533,0.477759039031531,0.635527987444885,0.163755596191437,-0.0231000109555155,0.304391901331362,0.471772391253448,0.742331416670083
"IL17C",0.0631370739799269,0.0782600876329809,0.736003950293843,0.636151225528716,0.749453935605956,0.426174848491203,-0.015123013653054,-0.239526679013698,0.323279087114753,0.431352844726036
"LIPE",0.153119496485436,0.167062874469414,0.220225659083212,0.15513728332272,0.0755252434691448,0.0925614977751658,-0.0139433779839782,-0.091062067888294,-0.017036254306021,-0.225570332824959
"IRGC",0.273640517683449,0.253467070393837,0.0628700108408196,0.0838623440415941,0.0640105004445954,0.0293757132592248,0.0201734472896118,0.0737224423502543,0.0346347871853706,0.541079775112037
"LYPD3",0.150041161136822,0.132712310772,0.261810923754367,0.3218723390673,0.0971371993133267,0.152295044050548,0.0173288503648221,0.115493976676307,-0.0551578447372213,-0.56783441490117
"RNF39",0.397162628655433,0.360217254974863,0.000570439183401885,0.00159878735677329,0.0203595999147194,0.0956977037597779,0.0369453736805696,0.0930232882324444,-0.0753381038450585,-3.7003725102963
"FBXO9",-0.121856031467725,-0.141423409139554,0.488606409964549,0.377868119222954,0.225603959746943,0.143124553064401,-0.0195673776718286,0.16057783464753,0.0824794066825423,0.365593789998448
"RRP36",0.0108833371654556,0.0211343222800857,0.960739985431912,0.913543681268694,0.925520462432151,0.958189691415118,-0.0102509851146301,-0.941897228652206,-0.0326692289829669,-0.0352982244143109
"BTN1A1",0.158786040905061,0.149768495306453,0.226686174601067,0.245921206978573,0.806141413200429,0.751068823874591,0.00901754559860793,0.0567905437229181,0.0550725893258376,0.0683162884625865
"SLC17A1",-0.0530114008744555,-0.0778576781738538,0.770897717617687,0.623447346436562,0.897252839011356,0.745338350606487,-0.0248462772993983,0.468696863118947,0.151914488404869,0.169310680111369
"H1-3",0.124902456307562,0.0786241586674862,0.49696496767761,0.679174322170177,0.170976213911526,0.881658544782389,0.0462782976400758,0.370515512730345,-0.710682330870863,-4.15661520753181
"UNC5CL",0.0465903103379701,0.0463217093999305,0.789792924068168,0.778015435739196,0.746873836951459,0.839713270690126,0.000268600938039619,0.00576516739406037,-0.0928394337386671,-0.124304037905
"AARS2",0.187164919605733,0.188658426171118,0.114637522765385,0.102686088987458,0.0385792818673527,0.0252853269436913,-0.00149350656538469,-0.00797962870676188,0.0132939549236614,0.344587931143199
"H1-1",-0.23522766222227,-0.222398553796968,0.100303514129097,0.1109787373265,0.0513210135351335,0.0929289107495691,0.0128291084253017,-0.0545391145926508,-0.0416078972144356,-0.810738026168394
"ZNF391",0.258314946483549,0.252306481734762,0.0491169531467109,0.052525569287757,0.0501718988926633,0.050760780352295,0.00600846474878708,0.0232602287656232,-0.000588881459631742,-0.0117372766952988
"APOBEC2",0.198408040483598,0.189807726317671,0.207599654314299,0.216455366451571,0.037538409905125,0.0863333614366411,0.00860031416592741,0.0433466009994608,-0.0487949515315161,-1.29986730004923
"TREM1",-0.0850640880335449,-0.0841268955873396,0.619062069592068,0.604209593229922,0.120154308263149,0.177998151105135,0.000937192446205284,-0.0110174865547927,-0.0578438428419864,-0.481412973684666
"COL21A1",-0.0231771623873543,-0.0185320347878325,0.904145410584753,0.918262998290497,0.879161942018216,0.91246583981501,0.00464512759952184,-0.200418304962831,-0.0333038977967941,-0.037881414339139
"SOX4",0.153512694818041,0.122105518553208,0.447767774667359,0.537865153608454,0.588887837073272,0.467073711786703,0.0314071762648333,0.204590091406188,0.121814125286569,0.206854544478242
"CPNE5",0.130649236305908,0.0450016875949278,0.590497854096505,0.866585599750202,0.0654088590116096,0.765905625211793,0.08564754871098,0.655553381961155,-0.700496766200183,-10.7095090295926
"EREG",0.0364270892850657,0.00923369825287928,0.875996263284156,0.9722212112794,0.36444383932884,0.939141414141414,0.0271933910321864,0.746515616973413,-0.574697574812574,-1.5769166955077
"EMC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SH3TC1",-0.11087173371169,-0.0870024851799529,0.455351635191798,0.550864829458278,0.0710288744634813,0.250094581529278,0.0238692485317373,-0.215287050474079,-0.179065707065797,-2.52102695443754
"BBS2",-0.136115186444347,-0.140560428498895,0.342452921546247,0.309114040255088,0.750099566101411,0.254609140675798,-0.00444524205454758,0.0326579433982929,0.495490425425613,0.660566207231513
"GOT2",-0.058476508857164,-0.0576657627444667,0.777527524432929,0.766481340321507,0.73244230229996,0.868017420943003,0.000810746112697339,-0.01386447530029,-0.135575118643044,-0.185100066199509
"PIWIL1",0.246961650309092,0.141639011687444,0.0990151460526345,0.403187431267152,0.0562363431730232,0.539613691722576,0.105322638621648,0.4264736589257,-0.483377348549553,-8.59546196064596
"RAP2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLC10A2",-0.14822108799923,-0.128808016518244,0.278944287659947,0.347823577779341,0.0168964179703941,0.0273497360803678,0.0194130714809859,-0.130973748358174,-0.0104533181099737,-0.618670663112735
"IRF1",-0.121267161190257,-0.146904125482424,0.548005210188587,0.410787685138506,0.113912109387366,0.232667775929007,-0.0256369642921671,0.21140895886847,-0.118755666541641,-1.04252012521166
"BMP4",-0.02309624627806,-0.209940096396196,0.936545921540513,0.262866063291118,0.911858236152054,0.0640317205888556,-0.186843850118136,8.08979294161865,0.847826515563198,0.929778864685082
"PTGER2",-0.165924204390859,-0.164691252061484,0.245517887129407,0.234539469209618,0.0223278211294261,0.0600088063237792,0.0012329523293754,-0.00743081658219673,-0.0376809851943531,-1.68762482357461
"SOX9",-0.199010858912621,-0.212031628634787,0.284565816644084,0.219230260499253,0.188047833633834,0.396042148547931,-0.0130207697221662,0.0654274334240386,-0.207994314914097,-1.1060713165093
"MYH2",0.0792480878747734,0.0888926723844409,0.666523209047478,0.589577904517988,0.203608435993818,0.272796208530806,-0.00964458450966754,-0.121701163628172,-0.0691877725369885,-0.339807985849316
"ARMC7",-0.200260285687619,-0.25708099327133,0.202506140078229,0.0773276339656715,0.931157209920221,0.684777507572849,-0.0568207075837113,0.283734278060227,0.246379702347372,0.264595172246458
"NUP85",0.000619021460679812,-0.0504890118286587,0.997476395478606,0.777616856879985,0.999863997564909,0.940807608947247,-0.0498699903679789,-80.5626194497545,0.0590563886176617,0.0590644215228161
"NT5C",-0.119887714452849,-0.125455962704097,0.468511174670057,0.421619840161744,0.882294746207242,0.677855743093748,-0.00556824825124795,0.0464455284401798,0.204439003113494,0.231712819318402
"MSTO1",0.27574719380774,0.255287703240156,0.0161954113079319,0.0259309813318977,0.025269179735932,0.397208600528103,0.0204594905675836,0.0741965504165699,-0.371939420792171,-14.7190935629495
"MBOAT7",-0.195350349784094,-0.193139686929451,0.204782302756919,0.193289122934585,0.0860042038502261,0.0732490088729469,0.00221066285464319,-0.0113164008003388,0.0127551949772792,0.148308971029974
"ZBTB46",0.0394048471177752,-0.0180374828263596,0.851118268354345,0.930010967191018,0.427906632743625,0.964091426643613,0.0213673642914156,0.542252180995697,-0.536184793899988,-1.25304155830003
"SLC35F5",0.04064266283193,-0.0291157585947803,0.851079399979838,0.888939525654345,0.84994227455322,0.859518553558289,0.0115269042371497,0.283615871450575,-0.00957627900506874,-0.0112669757603275
"PSD4",0.233176898201171,0.220896434924149,0.036784425820206,0.0447640096487743,0.0798170337546023,0.095873760975712,0.0122804632770223,0.0526658660088508,-0.0160567272211097,-0.201169179883033
"PSPN",-0.0612974760408189,-0.0078389022104468,0.763407074441321,0.974447388819101,0.741246355665935,0.950477314395296,0.0534585738303721,-0.872117047605243,-0.209230958729361,-0.282269122984608
"ALKBH7",0.0812855827136334,0.0628791464002415,0.656501570158065,0.727879683042345,0.0472227847043433,0.112047939444912,0.0184064363133919,0.226441586550929,-0.0648251547405687,-1.37275163136676
"CLPP",-0.00274207856575391,0.0202220192677691,0.991083876219667,0.925961801621297,0.983889536578257,0.874860687624855,-0.0174799407020152,6.37470454724525,0.109028848953402,0.11081411571118
"THOC2",0.0773334183478321,0.0719863650794972,0.73622802891032,0.737345092836951,0.686418588328637,0.773996620194339,0.00534705326833493,0.0691428541834892,-0.0875780318657018,-0.127586917596369
"CD70",-0.0380186242820116,-0.0279978471181298,0.858460075299614,0.888939525654345,0.818652806101232,0.894084723676059,0.0100207771638818,-0.263575480521085,-0.0754319175748273,-0.0921415244810138
"C3",0.115412654453837,0.12888457603192,0.457449779416619,0.361477866906449,0.926508432490277,0.830313464485922,-0.0134719215780829,-0.116728288087953,0.0961949680043553,0.103825248244964
"SH2D3A",0.0190712763214428,-0.0103940022634422,0.930660268843244,0.963851014214978,0.973238492739992,0.988060454459462,0.0086772740580006,0.454991785119505,-0.0148219617194703,-0.015229526811811
"RTN2",0.121156506563077,0.110370569261406,0.397923860896197,0.429529287847096,0.0619988177955232,0.65998784398382,0.0107859373016705,0.0890248291869918,-0.597989026188297,-9.64516820563433
"VASP",-0.0763316399585167,-0.110506296192032,0.683547936706502,0.495026948154938,0.57667891517178,0.081655857828687,-0.0341746562335153,0.44771285212905,0.495023057343093,0.858403254080543
"SYMPK",-0.0692474172457341,-0.0722176728339638,0.736280297360521,0.707207249788917,0.967968530486092,0.938558554719956,-0.00297025558822968,0.0428933772026372,0.0294099757661356,0.0303831941224025
"CFAP61",0.0699229107741209,0.0866746748780816,0.651363443360652,0.532869509314788,0.60672782560457,0.499717105676746,-0.0167517641039607,-0.239574753374836,0.107010719927824,0.176373516116874
"CDC25B",0.0596878985495969,0.0309854262208978,0.743613322922717,0.866585599750202,0.308196151860426,0.766294773928362,0.0287024723286991,0.480875906610268,-0.458098622067936,-1.48638657329958
"CD93",0.0534500800424471,0.0424262794158751,0.739021891701981,0.786031726735222,0.436119782436817,0.766346718081985,0.011023800626572,0.20624479173497,-0.330226935645168,-0.757193204582528
"CST8",-0.16231052380923,-0.146338961117631,0.337732040667924,0.381307179103806,0.63538003659777,0.822114973947211,0.0159715626915992,-0.0984012762497839,-0.186734937349441,-0.293894876441726
"TMX4",0.0349057646422599,-0.00879831638198678,0.868699311351775,0.970813662634585,0.651171759794914,0.872486941690651,0.0261074482602731,0.74794087818564,-0.221315181895737,-0.339872205092924
"DSTN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAMP5",-0.0465952149867232,-0.0751322317642173,0.833911124742413,0.697551427806211,0.956318635697422,0.827492637778713,-0.0285370167774941,0.612445221802828,0.128825997918709,0.134710328869372
"SNRPB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCF15",-0.37150846738213,-0.452045660809094,0.0719617983380826,0.0189673090160614,0.00701781445207064,4.04952885289308e-05,-0.080537193426964,0.216784274109489,0.00697731916354171,0.994229643886213
"OTOR",0.150582031597949,0.139119646149225,0.404131231362802,0.420531040237592,0.198621473508815,0.135681281008453,0.0114623854487237,0.0761205392641273,0.0629401925003618,0.316885135269971
"SCRT2",-0.0622394137167048,-0.0788941603160896,0.838886357477435,0.773255448453043,0.847364892862334,0.872017818135092,-0.0166547465993848,0.267591636951985,-0.0246529252727581,-0.0290936354342961
"DEFB129",-0.124561777096687,-0.0922509826043222,0.41609557098359,0.55519108233126,0.129821895163441,0.316239136823544,0.0323107944923651,-0.259395741177366,-0.186417241660103,-1.4359460815559
"TLE6",0.116957063422691,0.125833809600654,0.418779215998099,0.347147155766897,0.925316806787645,0.898489299202686,-0.0088767461779634,-0.0758974782556078,0.026827507584959,0.0289927810541928
"S1PR4",0.0779030616937998,0.101512613516338,0.698744435746734,0.561161152580683,0.857939849400343,0.800686706127694,-0.0236095518225382,-0.303063208418383,0.0572531432726491,0.0667332835893637
"NCLN",0.0382891554244623,0.00828315366562582,0.890129961162974,0.977503866090468,0.874288371568683,0.966001650199928,0.0300060017588365,0.783668415408979,-0.0917132786312453,-0.104900490059921
"PITHD1",-0.0515588811869738,NA,0.88077716365806,NA,0.851485624209257,NA,NA,NA,NA,NA
"FNTB",-0.075860901136474,-0.122729020659223,0.726657871560816,0.500764611900294,0.243947379097979,0.0819381773710623,-0.046868119522749,0.617816540808462,0.162009201726917,0.664115360968266
"ARMCX5",-0.130239752355188,-0.148721295195884,0.345805436952028,0.247523495167611,0.92238275566168,0.938027459377755,-0.0184815428406962,0.141904007850795,-0.0156447037160753,-0.0169611840855073
"MMP24",0.0624411177629784,0.0469719127674177,0.793469330387042,0.840482189861856,0.54224797465815,0.56950975224038,0.0154692049955607,0.247740680336323,-0.02726177758223,-0.0502754806957402
"NECAB3",0.159356331127675,0.143356223381347,0.257740432114421,0.304843464319347,0.69453345796448,0.749549398499392,0.0160001077463284,0.100404594113736,-0.0550159405349119,-0.0792128009155255
"RALY",0.110739092868671,0.105270128695672,0.607251465438418,0.604670402444776,0.656831001690187,0.756683815467656,0.00546896417299926,0.0493860300940434,-0.0998528137774692,-0.152022078008686
"PLAGL2",-0.151851320473059,-0.219193116832881,0.494976358503443,0.254953386494419,0.154163207448953,0.130599409575151,-0.0673417963598217,0.443471918123814,0.0235637978738016,0.152849686145796
"UROD",-0.0907857115949269,-0.155048848081931,0.648999838150151,0.345988273547842,0.544658117990463,0.118340455090829,-0.0642631364870041,0.707855182913995,0.426317662899634,0.78272525244377
"KLC1",-0.265633767201686,-0.330475980301124,0.0530919215086019,0.00991595899775994,0.876109870356248,0.730133075857437,-0.064842213099438,0.244103804205757,0.145976794498811,0.166619278515209
"SLURP1",0.299076619418849,0.213987319222718,0.0756516871577215,0.197137684898592,0.180113798486044,0.320792376700863,0.0850893001961315,0.28450669384144,-0.140678578214819,-0.781053863708948
"LRFN3",-0.0464517294179383,-0.090711705687666,0.840335034037292,0.640234134926027,0.828932283346176,0.857591799717377,-0.0442599762697277,0.952816543631975,-0.0286595163712007,-0.0345740140020967
"IGFLR1",0.204108718667579,0.194790693434113,0.123735138870994,0.133348733890117,0.0423363752216183,0.393159876322487,0.00931802523346623,0.0456522646082649,-0.350823501100869,-8.28657388036676
"PDCD2L",-0.10919974062769,-0.0845571219917939,0.48893016275275,0.592061777871677,0.118771479920544,0.633348774530447,0.0246426186358962,-0.225665541824991,-0.514577294609903,-4.33249880319876
"FFAR1",-0.186730252080642,-0.209507845898869,0.186762080602019,0.115755272130405,0.0334783753447057,0.0178770011959966,-0.0227775938182271,0.121981272795531,0.0156013741487091,0.466013478493852
"KRT13",0.226681836277176,0.175257340242213,0.0564839857173092,0.153427612409852,0.025615440605824,0.345789495745484,0.0514244960349633,0.226857594236548,-0.32017405513966,-12.49926011684
"CCR7",0.17956614690991,0.195594789572795,0.320818513785284,0.248440700296252,0.0526962160341343,0.0921063866120219,-0.0160286426628849,-0.0892631653500178,-0.0394101705778876,-0.747874772495229
"NR1D1",-0.0420173039843801,-0.0710402949624744,0.856055050659624,0.723565990367684,0.898574135908311,0.831405272141096,-0.0290229909780943,0.690739010501091,0.0671688637672154,0.0747504975750484
"ARL2",0.0293344444712944,-0.0776643163347623,0.934524648244992,0.792123833927621,0.788827734906945,0.684211653354462,-0.0483298718634679,-1.64754685948669,0.104616081552483,0.132622215121308
"RRAS",0.00874037722534061,-0.0898346542722173,0.978281560980157,0.72843109931617,0.993916104068334,0.815337850674435,-0.0810942770468767,-9.27812095017632,0.178578253393899,0.179671355220965
"PRRG2",-0.158901884063232,-0.147034390248142,0.309954736603869,0.339622358152877,0.128609161467617,0.154231157469717,0.0118674938150903,-0.0746844122399947,-0.0256219960020996,-0.199223723331335
"TSKS",0.309556609187679,0.299244671779817,0.00819040040691013,0.0106218988645205,0.0135090370330034,0.0049948582341707,0.0103119374078623,0.03331196008033,0.00851417879883274,0.630258010103315
"NOP53",0.0429227970683308,0.046047026515736,0.823245909648445,0.794060447171101,0.863719886550335,0.935974195724586,-0.00312422944740517,-0.0727871821221615,-0.0722543091742514,-0.0836547939897881
"FLRT1",0.176904639767224,0.135912323387654,0.218065140010314,0.359597688712891,0.0325836781809984,0.410221809901324,0.0409923163795701,0.231719848803903,-0.377638131720326,-11.5897944247605
"SBDS",0.0155176697224619,-0.0644632325995915,0.965280486755113,0.835015318549546,0.980866400341065,NA,-0.0489455628771296,-3.15418253852127,NA,NA
"MLX",-0.0266568032590167,-0.0331118907188055,0.919562806137005,0.888596108569786,0.92744703267123,0.895244716937404,-0.00645508745978883,0.242155347626141,0.0322023157338261,0.0347214607405418
"WNK4",-0.0723093515765182,-0.0146259384080145,0.644621241951323,0.93642764353868,0.199803659080768,0.9097252874288,0.0576834131685037,-0.797731025252837,-0.709921628348033,-3.55309623264235
"TRAP1",0.134865517623595,0.139479582180215,0.30672522401264,0.267160402622103,0.42248518330701,0.595018915510719,-0.00461406455661983,-0.0342123371334808,-0.172533732203709,-0.40837818465774
"SUGP1",-0.314034186275832,-0.279575128852649,0.0208485514791683,0.038632113874807,0.0802422633293063,0.0156325713683767,0.0344590574231826,-0.109730274375018,0.0646096919609296,0.805182821124796
"DDX49",0.116918678630352,0.118003791811249,0.459066640270392,0.429313168130152,0.833944039966892,0.798553588697809,-0.00108511318089725,-0.00928092237791988,0.0353904512690829,0.0424374413305813
"GDF1",-0.0831034862720001,-0.0853157919660525,0.662655266293852,0.62288636109918,0.750066762419614,0.686838889123014,-0.0022123056940524,0.0266210936904796,0.0632278732966004,0.0842963272931009
"SDF2",-0.126802131136134,-0.206040026539739,0.623400257386905,0.334141588581369,0.183167587583366,0.0882453882453882,-0.0792378954036047,0.624894035247209,0.0949221993379781,0.518225962302285
"NSRP1",-0.095194583341581,-0.0834112377425487,0.531202574486092,0.573711306397778,0.176742293578451,0.321116489595775,0.0117833455990323,-0.123781681534871,-0.144374196017324,-0.81686275024625
"ATG14",-0.0555144529857333,-0.0834882776748137,0.801171551642404,0.66691415297235,0.715192413409801,0.28891554096705,-0.0279738246890804,0.50390165415607,0.426276872442751,0.596031032278997
"DLGAP5",0.0336115039234359,0.0338654642248023,0.852610056970987,0.842645205510366,0.883256029785649,0.923765218666834,-0.000253960301366402,-0.00755575537306814,-0.0405091888811853,-0.0458634727815174
"L3HYPDH",-0.191648943947405,-0.176713857127721,0.174280715613692,0.203321706714057,0.073861008023985,0.0961223030659881,0.0149350868196844,-0.0779293979505727,-0.0222612950420031,-0.301394411443371
"TBPL2",0.0195986677796744,0.0332693264654856,0.920513582178192,0.847002720203577,0.570107468697469,0.374022534263853,-0.0136706586858112,-0.697529997420995,0.196084934433616,0.343943809193753
"SGPP1",-0.226276445086601,-0.185317601133788,0.140014610750958,0.228381225409223,0.0864638160790043,0.380462562044566,0.0409588439528131,-0.181012406912868,-0.293998745965562,-3.40025179662354
"PLEKHG3",0.135020709747418,0.134082491906031,0.296402865927325,0.285890591258518,0.109683367665626,0.163695981166975,0.000938217841386563,0.00694869581963894,-0.0540126135013494,-0.492441239277126
"EVI2A",-0.0157831252315389,0.0247056481509208,0.943319220805248,0.899530062399172,0.976070845730193,0.889073588645227,-0.00892252291938193,0.565320415854799,0.0869972570849659,0.089130064139846
"OMG",-0.0706379633312001,-0.0954557271009729,0.722042062296935,0.580045696166313,0.30046108785802,0.297909554515952,-0.0248177637697728,0.351337476328555,0.0025515333420677,0.00849205918895364
"AIF1L",-0.119267560832174,-0.195180014589707,0.677862383426742,0.420531040237592,0.705078022444878,0.256861651942705,-0.075912453757533,0.636488691710165,0.448216370502173,0.635697548688257
"CANX",-0.130515388816074,-0.153917359805812,0.450809457785122,0.327772660270732,0.0820856036907425,0.0530014518063417,-0.0234019709897378,0.179304304281823,0.0290841518844008,0.354314892949747
"PYCARD",0.108881108211075,0.0897303339801946,0.499686534019746,0.574615817561018,0.77616638121274,0.777323006527717,0.0191507742308809,0.175887025265719,-0.00115662531497696,-0.00149017703288019
"PHPT1",-0.0633843584722038,-0.106287955534094,0.793642059541012,0.604086629395531,0.955560962818244,0.768424669300807,-0.0429035970618902,0.676879881662049,0.187136293517437,0.195839198961743
"TRAF2",-0.0584200015208027,-0.106175136251949,0.762425827174441,0.50099018976388,0.838774022113315,0.139629732442186,-0.0477551347311464,0.817444941594898,0.699144289671129,0.833531167202359
"ABHD8",-0.294887287793134,-0.351855409849593,0.0601597881631621,0.0157454960236682,0.0529296376279446,0.0409649713708319,-0.0569681220564588,0.193186089786354,0.0119646662571127,0.226048520135643
"HELB",-0.0753646697672569,-0.0713484383985728,0.609944965005728,0.614023101564339,0.820986728945417,0.788185494855514,0.00401623136868408,-0.0532906384528335,0.0328012340899027,0.0399534279098968
"YEATS4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAS2R3",-0.175372679063839,-0.139242641817318,0.225440154965487,0.344291412495705,0.294521217107377,0.0639187825794518,0.0361300372465208,-0.206018619544318,0.230602434527926,0.782973928984722
"TAS2R4",0.0834333774165992,0.0677412343378408,0.642905115790015,0.698327228350297,0.396915826522699,0.92965308947523,0.0156921430787584,0.188079921545121,-0.532737262952531,-1.34219204011021
"TAS2R5",-0.360729054135499,-0.324448625975356,0.018364954101601,0.030953922385446,0.193802863262215,0.0834328103683492,0.0362804281601425,-0.100575287031121,0.110370052893866,0.56949650297238
"ZNF777",0.0260167130787501,-0.0473858986463274,0.910214150588325,0.812731503045431,0.864018647652274,0.753569618114228,-0.0213691855675773,-0.821363771161057,0.110449029538046,0.127831765944126
