"","Rho","N","P","p.adj","PermPval","Bat","Cetacean","Combination","ratio"
"C9orf135",0.00828447622235255,174,0.894135796161817,0.949559398074157,0.985225317142313,"0.4539","0.2252","0.2211","0.487"
"BCL2L14",-0.00959081478106176,200,0.868716310198654,0.936842975566053,0.985251002751947,"0.7023","1.095","0.1578","0.1441"
"DCTD",-0.00367184169033184,108,0.963067816395298,0.982926898125328,0.985269450916662,"0.2046","0.2163","0.2119","0.98"
"DRAM1",0.00196732012803654,94,0.981559798716608,0.99201920841965,0.985308944260406,"0.3098","0.7592","0.2209","0.291"
"DSP",0.153507048098957,203,0.00768684830729366,0.0449087063210344,0.985316566633981,"0.8621","61499227897597","54.96","0.0000000000008937"
"COX5B",0.00778675323443251,114,0.919601508947235,0.961521261170871,0.985317956555972,"0.2293","0.2164","0.2036","0.888"
"C5orf22",0.00298920151039178,184,0.960607555769935,0.981476703760556,0.985358533286382,"0.1756","0.2012","0.1603","0.7965"
"LRRC74A",0.0546100464058619,210,0.334731310029914,0.556101580471209,0.985361986964946,"1.342","0.5291","0.2269","0.169"
"SLC1A1",-0.00859701614963086,173,0.89048451510974,0.947981686387438,0.985408384680281,"0.2304","0.2119","0.171","0.7422"
"ZDHHC8",0.00866200572347313,153,0.896275225352991,0.950443747919056,0.985432393927981,"0.2752","0.2542","0.1905","0.6921"
"LAYN",-0.011957037508757,199,0.837143962594317,0.921030488548867,0.985437984743277,"0.2038","0.4195","0.1571","0.3744"
"ZC3H8",0.00633795216113479,177,0.918209123427705,0.960966801379342,0.985445208372046,"0.163","0.1631","0.1628","0.9986"
"MEA1",-0.0144736140477474,120,0.84729386445918,0.926689660247133,0.985451426690635,"0.1947","0.2248","0.1987","0.8837"
"TMEM94",-0.0155337707646052,195,0.79154149530711,0.89560846080309,0.985476352636281,"0.4158","0.9923","0.1559","0.1571"
"DLX4",-0.00465721522748464,143,0.94599786015048,0.973934102691114,0.985498302992903,"0.181","0.1929","0.1896","0.9828"
"RBPJ",0.0196633154377739,74,0.838052645685687,0.921305196225774,0.985585147809648,"0.312","0.3484","0.2533","0.7271"
"PAGR1",-0.00385002326582821,134,0.956793611768853,0.979147242212124,0.985594908722996,"0.1899","0.6985","0.2415","0.3458"
"STAT1",0.0467155120171729,185,0.438926485275921,0.652457186937788,0.985601328032851,"2.94","9.433","0.1946","0.02063"
"PHB",-0.0123858302621401,43,0.922578760322963,0.962739181189483,0.98561537834976,"0.3806","0.3075","0.4171","1.096"
"HTRA3",0.00346594967120838,136,0.960806934408768,0.981476703760556,0.985689393588053,"0.1925","2.24","0.3081","0.1376"
"PTBP1",0.00836561940495067,154,0.899475899006961,0.952391449769365,0.985698607882616,"0.1866","0.2487","0.1756","0.7061"
"PRAG1",0.00473473299454579,189,0.93679386668459,0.969619569363725,0.985715718560372,"0.4177","6.327","0.1814","0.02866"
"ALDH3A2",-0.00943336707305676,198,0.871500603824895,0.938034079666777,0.985753496274997,"0.1557","0.1576","0.1546","0.9808"
"MRPS6",0.00420152683217394,115,0.956373676596538,0.979010463977598,0.985758208994955,"0.2874","0.3104","0.2196","0.7076"
"BEND6",0.0185663945183547,131,0.796189542392662,0.898302549345511,0.985790536641662,"0.1969","0.2002","0.2134","1.066"
"C17orf67",-0.00944598548272539,116,0.901686193112674,0.953779908923123,0.98582518985797,"0.2405","0.2062","0.2161","0.8986"
"GPRASP2",-0.00668812613069829,163,0.91721757947414,0.960745938780205,0.985852610339157,"0.1703","0.4106","0.2433","0.5926"
"RPS6KA3",-0.0154303349962092,21,0.934191641443611,0.968096644854645,0.985883905013193,"0.391","NA","0.391","NA"
"DDX41",0.0106492105886354,91,0.902060893674386,0.95397363209632,0.985893603513042,"0.2273","0.22","0.2253","0.991"
"SLC25A17",-0.00169763356841757,126,0.981527347519078,0.99201920841965,0.985895820205839,"0.2389","0.1995","0.2621","1.097"
"ARMC3",-0.00966245167502439,201,0.867414265824789,0.93622053966119,0.985908586471211,"0.1552","0.1773","0.1573","0.8869"
"ANO5",0.00674655608534965,187,0.910514503170795,0.95773700649044,0.985927956852358,"0.5523","2.231","0.1592","0.07134"
"SOS1",-0.00296297922078107,110,0.969914346695419,0.986247021403069,0.985953673444273,"0.2073","0.2068","0.2039","0.9837"
"NGFR",-0.00835002033601623,140,0.904370625542861,0.954709416791547,0.986005354047084,"0.1884","0.3433","0.2059","0.5999"
"HOXC13",-0.00322154906502732,75,0.973102751495892,0.988107762512676,0.986020724079105,"0.2417","0.2485","0.2485","1"
"SULT1A4",-0.013047143510115,178,0.832108814007041,0.917987262443342,0.986024374894101,"0.1731","0.3176","0.1728","0.544"
"FCGR3A",-0.0274107001351072,187,0.647937263146769,0.80742797083118,0.986027978721191,"0.1891","0.4826","0.1709","0.3541"
"MINDY1",-0.019261948662827,176,0.755651313480742,0.874199849502519,0.986052291642821,"0.1734","0.2008","0.2101","1.046"
"ATXN7L1",-0.003204768971983,167,0.959787962241443,0.981072365394259,0.986063221484355,"0.1782","0.2366","0.1715","0.7246"
"AQP2",0.011702816425449,116,0.878362271420065,0.942250658125889,0.986069713743695,"0.2","2.332","0.2659","0.114"
"BBS9",0.0399395837198709,194,0.497888799392881,0.702328681936255,0.986086887585223,"0.2463","0.1645","0.1988","0.8073"
"BIRC7",-0.0144809411721156,165,0.820859575169443,0.911736997422185,0.98612294504802,"0.1754","0.1817","0.1683","0.9266"
"PDZD3",-0.0133884001683732,194,0.820256755915687,0.911559707857164,0.986126251457799,"1.136","0.4024","0.2102","0.185"
"FBLN7",-0.0080463391936313,167,0.899264403446645,0.952288331940521,0.986190976796028,"0.2906","0.1827","0.3472","1.195"
"GRIA3",0.00465818989033019,58,0.965935948276263,0.984198815047005,0.986224142142683,"0.2826","0.2707","0.2902","1.027"
"SNRNP48",0.0152175527905202,152,0.819433828519557,0.911081923569591,0.986233430100381,"0.3602","1.223","0.1756","0.1436"
"ZNF592",-0.0330059291133757,188,0.581412007123335,0.761968471081734,0.986322787841226,"0.4098","8.282","0.2109","0.02547"
"EEF1AKMT1",0.00239376329071284,169,0.969777072336659,0.986232774803382,0.986370279209292,"0.4599","1.044","0.1689","0.1618"
"CDAN1",0.00587059775142733,206,0.9182042872085,0.960966801379342,0.98641107179648,"0.1598","0.1756","0.1519","0.865"
"WAS",-0.00660933050043419,170,0.916436494812451,0.960424976418754,0.98649040967544,"0.1683","0.2524","0.1771","0.7016"
"CCDC102B",-0.0453033399112609,208,0.425812048851441,0.64037740670358,0.986541078339548,"0.3873","5.115","0.1597","0.03123"
"GTF2E1",0.0083353034579136,138,0.905229212077793,0.955128435425877,0.986544742884859,"0.2506","0.195","0.2856","1.14"
"SLC16A2",-0.0121448384777898,116,0.873805745304219,0.939356634802835,0.986558011722822,"0.2024","0.4196","0.2145","0.5112"
"C1R",0.00627944001647891,193,0.915351771772711,0.959796805707812,0.986565402122515,"0.162","0.1638","0.1568","0.9574"
"MILR1",0.0114513113230091,181,0.851153694348166,0.928752909441484,0.986626823967712,"2.478","151.1","0.1617","0.00107"
"LARP1B",0.0069718742950798,201,0.904121035873264,0.954648212917354,0.986626947630383,"0.9882","2.119","0.1583","0.07467"
"OR6X1",0.00360250071524573,92,0.966608489095579,0.984637408014988,0.986628153594441,"0.23","0.2295","0.2209","0.9605"
"EIF3I",0.0155838121143558,43,0.902678065121751,0.954195119302926,0.986632094119498,"0.38","0.4822","0.6472","1.342"
"USP20",-0.021311664757619,182,0.726190845556324,0.857728514215552,0.986651774270334,"0.1614","0.1912","0.1761","0.9209"
"INO80C",-0.00528628361891133,113,0.945612984394026,0.97382592487723,0.986655650452978,"0.2124","0.2742","0.2075","0.7566"
"ATOX1",-0.0146516848724455,72,0.880634855806683,0.943829757915855,0.986697310246772,"0.2702","0.2431","0.2683","0.993"
"MTERF3",-0.00523799823902598,196,0.928799074421616,0.965984842642318,0.986814936438043,"0.2707","0.1887","0.1796","0.6636"
"DKK4",0.0480071610653418,162,0.457026368140654,0.668984261158685,0.986819387427567,"0.1767","0.1739","0.1696","0.96"
"POLR1C",0.0124421256980125,125,0.865786207831194,0.935343700898917,0.986826305723454,"0.1956","0.5394","0.244","0.4523"
"MTHFD2",0.0184888811257913,156,0.778696373974008,0.889224247222727,0.986901230683293,"0.432","203.8","0.2006","0.0009846"
"ZNF16",-0.00818134033787268,197,0.88871840152988,0.947263828767145,0.986924119953331,"0.158","0.1901","0.1587","0.8349"
"CASP7",0.0191729793108621,115,0.80286869166269,0.902472243468649,0.986977576315359,"0.5114","0.5228","0.1981","0.379"
"OPN4",-0.0201778877973223,195,0.731350384397579,0.860533382839321,0.986987093308732,"0.2703","0.1701","0.1961","0.7256"
"IL1R1",-0.00839205182901729,207,0.883002757235988,0.945175745799701,0.987036015940249,"0.1519","0.1538","0.154","1.001"
"LY6H",-0.0647657133560358,127,0.375134637080392,0.59378697346402,0.987052990783604,"0.1963","0.5419","0.242","0.4465"
"SLC39A8",0.007296014779144,148,0.914014633362194,0.959211841753792,0.987066033617484,"0.1776","0.1801","0.1769","0.9819"
"ZNF696",0.0174189701295777,131,0.808532562724608,0.905544294966531,0.987074200205522,"2.669","1.451","0.1946","0.07293"
"IFT81",0.00373134785162039,158,0.954480713237264,0.977948544834339,0.987145771705957,"0.1851","0.1724","0.1795","0.9698"
"CD84",-0.00838850282381957,193,0.887087716160907,0.946663046791604,0.987160767009089,"0.1565","0.1669","0.159","0.9531"
"HECTD4",-0.013183400330168,199,0.820711541113906,0.911736997422185,0.98716335757814,"0.1547","0.1809","0.1684","0.9309"
"DCAF17",-0.0023925183305924,151,0.971466130435728,0.986793787019996,0.98717622933866,"0.1981","0.2657","0.1753","0.66"
"FOXN3",0.00756959722864479,122,0.919103006230065,0.961377050747336,0.987192422129541,"0.193","0.2136","0.1994","0.9336"
"TWF2",0.00265104168234721,114,0.972586814465221,0.987646541761166,0.987211989777737,"0.2222","0.2348","0.2589","1.102"
"LTB4R",-0.00748745449142509,165,0.906795170756566,0.95586992583125,0.987251043021994,"0.2195","0.4111","0.1766","0.4297"
"MTFR1L",0.0120593202602791,99,0.884333015859948,0.945612891399324,0.98725471874416,"0.3584","0.2508","0.2455","0.6849"
"LOX",-0.00826304878690181,130,0.908839075800879,0.956729352737692,0.987295034388635,"0.1924","0.4528","0.2013","0.4445"
"MED31",-0.0587220219514703,36,0.674710222821198,0.82549988421017,0.987310766321458,"0.3252","0.5008","0.3943","0.7872"
"CCDC151",-0.0278086439625692,201,0.630895977241107,0.795743471885567,0.987313021790659,"0.2617","0.1536","0.2408","0.9202"
"TBC1D12",-0.0114666298883817,162,0.859000149947367,0.93153431820668,0.987313169902192,"0.4345","0.3746","0.1838","0.423"
"PLBD2",-0.00387353474175193,189,0.948272486186002,0.974954603325163,0.987363251021578,"0.6912","1.204","0.1733","0.144"
"LRRC46",-0.00503837771667288,199,0.930979543435164,0.966657629274075,0.987395186670978,"0.1826","0.1797","0.157","0.8594"
"SHTN1",0.00607655196807885,182,0.920462643032809,0.961752740046426,0.987434873606555,"0.627","2.003","0.1645","0.08212"
"ARRB1",-0.00447616631916759,63,0.965838629297839,0.984198815047005,0.987439531528473,"0.3064","0.4305","0.2574","0.5981"
"LY96",-0.0108270799107762,166,0.865149878415234,0.934971861579021,0.987457270318798,"0.1915","0.2119","0.1683","0.7945"
"ATP6V0B",-0.00482736878025284,160,0.940756305074727,0.971450439280405,0.987496395103307,"0.1709","0.3136","0.2169","0.6916"
"C16orf87",-0.0330192028512868,55,0.768370099100538,0.882596965458819,0.987520336438053,"0.4022","0.4769","0.2824","0.5922"
"CHRM5",0.0214145036611999,177,0.728617048615274,0.859177982590255,0.987538483604233,"0.1992","0.2782","0.1628","0.5854"
"NR4A1",0.00268734173107788,171,0.965870150418032,0.984198815047005,0.987545184706263,"0.305","0.4914","0.1666","0.3391"
"SLC34A3",0.023641416924922,181,0.698460525623163,0.840421485150903,0.987592812054079,"0.1901","0.1684","0.2062","1.084"
"HPCAL4",0.151306883167201,14,0.518605016428726,0.717757954756311,0.987619147454569,"NA","0.4681","0.4681","NA"
"SUPV3L1",-0.00814089394880036,188,0.891834241332866,0.948526860315579,0.987652015753967,"0.177","0.218","0.1588","0.7287"
"GDF11",0.00721652600403888,57,0.947721848516032,0.974805880027832,0.987667914556265,"0.3816","0.2974","0.3213","0.8419"
"MRPL39",0.00691019422560297,184,0.909096265198268,0.956767222490101,0.987736548083888,"0.4063","1.686","0.16","0.09488"
"TENT2",0.0126323802009957,121,0.865965646453418,0.935411251150776,0.987737298738033,"0.2127","0.1963","0.2191","1.03"
"OLFML2A",-0.00388924495980547,189,0.948062986556252,0.974805880027832,0.987747254128233,"0.2176","0.2185","0.1617","0.7398"
"COQ10A",0.00986193532843256,145,0.885150637681569,0.946044650292577,0.987774881848299,"0.1831","0.187","0.192","1.027"
"ELMOD1",0.0138017508349785,95,0.870494105704564,0.937770747238753,0.987779027678934,"0.2778","0.3369","0.2252","0.6684"
"UBTF",-0.00397214959093567,94,0.962778208735674,0.982800261303154,0.987784598510446,"5.072","2532","0.2269","0.0000896"
"DCUN1D4",-0.00616092822795497,98,0.941058989075104,0.971599841485245,0.987808582000594,"0.2301","0.3371","0.2161","0.6409"
"WDR82",-0.0624187783932359,12,0.807541106289259,0.905047820621986,0.987856782167504,"0.4985","0.5062","0.4705","0.9294"
"SCLT1",-0.00228226192684976,194,0.969103818086736,0.985883262975534,0.98786238274529,"0.5322","5.3","0.1593","0.03005"
"TTL",0.0037645095598317,118,0.960392624225255,0.981429387116197,0.987887684560894,"0.1959","0.1966","0.1965","0.9993"
"GPAT4",0.0198540164062043,88,0.82156874893175,0.912018253236619,0.987894137278741,"1.043","9.472","0.2323","0.02452"
"BEND3",-0.00584630043679543,163,0.92760659156511,0.96544678797784,0.987895611451016,"0.2273","0.179","0.1925","0.8469"
"RAD51",0.0149822191658498,45,0.904177497498776,0.954648212917354,0.987924796341924,"0.6238","0.3044","0.5177","0.83"
"MIB1",0,64,1,1,0.987951807228916,"0.3316","0.8429","0.2662","0.3158"
"LGALS9B",-0.00809768955267551,155,0.902361196390389,0.95407375096901,0.988030010027217,"0.1756","0.6059","0.2733","0.4511"
"DSCAM",0.0307462305326712,139,0.659373336744858,0.815275238339609,0.988069569190787,"0.9639","15.76","0.1852","0.01175"
"GUF1",-0.0227360478517678,184,0.70716051884756,0.846244587391464,0.988079425885344,"0.1695","0.222","0.2183","0.9834"
"SLC34A1",-0.00290840691654586,194,0.96063350411062,0.981476703760556,0.988162821596811,"0.2369","0.2413","0.1591","0.6593"
"HAPLN4",0.0249974949101065,108,0.752584222107728,0.872291230057066,0.988170743812402,"0.216","0.204","0.2135","0.9882"
"MLPH",0.00708123937233057,202,0.902381341139605,0.95407375096901,0.988184619327481,"0.1841","0.3124","0.1602","0.5129"
"PXYLP1",0.0304212817033395,169,0.630160881743011,0.795380535545958,0.988207747977863,"0.2461","3.359","0.2167","0.06451"
"CLU",-0.0202936231827162,190,0.73325612701276,0.861305479296644,0.988245613039109,"0.2893","11.77","0.1972","0.01675"
"AQP6",0.0807601780939716,167,0.20387964558452,0.415885417609821,0.98824708374722,"5.034","0.9752","0.5339","0.1061"
"ICAM5",0.00447824715377665,207,0.937405718556978,0.969767669275198,0.988251994287108,"0.2299","0.5348","0.1521","0.2843"
"NLRX1",-0.00973796117240314,211,0.863104549786781,0.933896747967278,0.988261896976166,"0.1501","0.1603","0.1534","0.9569"
"SMG9",-0.00380201817016814,143,0.955902948465996,0.978716423402193,0.98826859490331,"0.5649","0.6425","0.1998","0.311"
"TIMM8A",0.00700363232528525,38,0.958925013956841,0.980493167625391,0.988274678689187,"1.209","0.3266","0.9128","0.7549"
"EIF2S2",0.0295318918601318,51,0.800049858269974,0.900772481365689,0.988294912827992,"0.3186","1.684","0.3486","0.2071"
"DLEC1",-0.0198055658986657,218,0.721460369833588,0.854665613942805,0.988376582471399,"0.149","0.3078","0.2215","0.7196"
"PDE4D",-0.0189691124861997,121,0.7999188083035,0.900772481365689,0.988383524785263,"0.3142","0.2564","0.2187","0.6961"
"ACAT2",-0.0238571863518262,169,0.705723630779269,0.845140949827805,0.988400980122277,"0.2126","0.626","0.1771","0.283"
"GIPC2",-0.0665150134697903,177,0.281167219840185,0.50214708168333,0.988433707288756,"0.1692","0.6868","0.3648","0.5312"
"LIPH",-0.0209251989122673,192,0.723887796354507,0.856398973625966,0.988445648493058,"0.1864","0.5184","0.1693","0.3265"
"COL21A1",0.00427961610913051,205,0.9404687000384,0.971429133618286,0.988451726398743,"0.1978","0.1891","0.1592","0.8048"
"ZNF79",-0.0354982344783666,158,0.587101943397085,0.76573521055018,0.988474690005211,"0.2999","6.26","0.2449","0.03913"
"EBP",0.013781627839151,158,0.833022372842618,0.918573155899379,0.988520237804381,"0.2448","0.2215","0.1887","0.7708"
"LNPEP",0.0377372454721273,211,0.504013497139677,0.707662014673082,0.988541221141509,"2.713","2.085","0.2023","0.07459"
"IL12RB1",-0.0263454706005785,207,0.644083814984486,0.80482814363437,0.988611926226469,"0.4262","6.321","0.1717","0.02716"
"DUSP10",0.0018998364691148,148,0.97756938997938,0.990506260903567,0.988631341532178,"0.1816","0.2104","0.2059","0.9786"
"PEAK3",-0.0240967369940991,121,0.747479997913693,0.869271433620269,0.988649903212433,"0.22","0.1955","0.2112","0.9601"
"SOCS3",0.00163624433686429,85,0.985431675894788,0.994129219371353,0.988691929326369,"0.2308","0.2266","0.2315","1.003"
"MLANA",-0.0134170426514717,156,0.838408335839018,0.921316005961785,0.988703661205742,"0.1891","0.4989","0.1857","0.3723"
"MBP",-0.0107952987149447,142,0.875681043574503,0.940446178475114,0.988721730773003,"0.1856","0.1965","0.1802","0.9168"
"AATK",0.00976669344464611,166,0.878248290373135,0.942191548843584,0.988753579791262,"0.3516","0.3067","0.1736","0.4937"
"LDHA",0.018638718115719,128,0.797753344422074,0.899585312254325,0.988792669704421,"0.2036","0.4584","0.2062","0.45"
"CDH22",0.0185918445960646,155,0.778200823950979,0.888897199026548,0.988820121058616,"0.3748","1.47","0.18","0.1224"
"UBE2O",0.00830084307866033,175,0.893621851655057,0.949265591488597,0.988841177817239,"0.1694","0.1755","0.1637","0.933"
"TUG1",0.0122847434532791,31,0.935353907955952,0.968773784139592,0.988851397123815,"0.3692","0.343","0.3617","0.9797"
"HSPB9",-0.0322973063289117,157,0.622374514285886,0.789914335201458,0.98891359758635,"0.2703","0.1851","0.2173","0.8041"
"PDCL2",-0.0245216531374495,131,0.733008189998698,0.861231486176303,0.989046397035312,"0.5182","0.2673","0.2408","0.4646"
"YWHAQ",0.054232614454664,18,0.789810270860482,0.89476417375642,0.989047838044448,"0.4432","0.5247","0.573","1.092"
"CD247",-0.00452280924114226,153,0.945729250358381,0.97382592487723,0.989128480164051,"0.1744","0.1741","0.1743","0.9993"
"ADD3",-0.0131271110529007,162,0.838844183578951,0.92135250364681,0.989143223874211,"0.1703","0.1959","0.1832","0.9348"
"MTCH1",-0.0131262591686042,67,0.896850665631967,0.950801931326536,0.989160971460908,"0.3315","0.2943","0.2815","0.8491"
"NXPH3",0.00172851959198682,124,0.981343558553674,0.99201920841965,0.989199060137489,"0.1915","0.1915","0.1915","1"
"CDK12",0.00583785819941667,179,0.924214711872546,0.963722391462562,0.989219014999488,"0.178","0.166","0.1861","1.045"
"TMEM139",-0.00707872582652024,177,0.908689137729875,0.956717839878305,0.989236703837542,"0.165","0.163","0.1654","1.002"
