"","Rho","N","P","p.adj","PermPval","Bat","Cetacean","Combination","ratio"
"PEX7",0.0444147546814328,144,0.516827480404789,0.716751285185025,0.617887538248031,"0.2977","0.1795","0.2674","0.8984"
"LYST",0.100516019807146,229,0.0636216975199891,0.197339485116276,0.618036946572126,"5.441","1.383","0.2663","0.04895"
"UPK3B",-0.0884614064521452,92,0.303972664176834,0.524834977574201,0.618285194896912,"0.247","0.3616","0.4281","1.184"
"MID1",-0.0681109170259628,85,0.447203699375433,0.659948604885349,0.618534570879503,"0.6827","0.822","0.2904","0.3533"
"LY6D",0.10658308725624,158,0.103001470918259,0.271062091763624,0.618673767867984,"0.3275","0.1844","0.3681","1.124"
"CHPF2",-0.0516962906005602,159,0.427566166162454,0.64186912529673,0.618766999093382,"0.6468","0.4618","0.1974","0.3052"
"ROCK1",-0.0658184555593112,162,0.307873501181034,0.529023321205195,0.618769669712182,"1.281","0.174","0.7696","0.6007"
"NDUFS5",0.0618964220781903,124,0.40238227320484,0.619484427152573,0.619086778356982,"0.3303","0.2287","0.241","0.7297"
"CACNB4",-0.123712232544672,75,0.195394089172249,0.404960007114924,0.619186186717255,"0.5033","0.2536","0.5735","1.14"
"ELMO2",-0.146935851006628,92,0.0877395077352005,0.244685884067389,0.619280040277467,"1.109","0.3125","0.5012","0.452"
"NDUFA11",-0.0377823594256517,145,0.580003174390771,0.760942100237855,0.619363253856942,"0.5443","0.3049","0.2593","0.4764"
"OMG",-0.0178671775126306,153,0.78799809424005,0.893786894246476,0.619516004770298,"0.1778","0.1788","0.1744","0.9752"
"GALNT16",0.0279645841643715,159,0.667805443528791,0.821890686613422,0.61956562842701,"0.1756","0.2338","0.1763","0.7542"
"USP26",-0.0904963915095466,194,0.124583585649774,0.306783842696185,0.619830899308224,"19.46","341.8","0.1637","0.0004788"
"SYCP2",0.0639127785386669,229,0.238246013490527,0.455777835998142,0.620013417547534,"0.3603","0.154","0.23","0.6383"
"CLPP",-0.0553533279264502,140,0.425778293002246,0.64037740670358,0.620276168094703,"0.399","0.2006","0.2698","0.6761"
"PTBP3",-0.0366105374655868,132,0.60916347839549,0.781389497497766,0.620439667016892,"0.208","0.2567","0.2797","1.09"
"SLITRK2",0.0763365313100562,144,0.265215225997406,0.485636119282583,0.620515291993697,"0.2349","0.1802","0.2219","0.945"
"FAM122A",0.0398327584466878,78,0.670568204690369,0.823021003950618,0.62057037232638,"0.2602","0.241","0.2465","0.9473"
"SH3BGRL3",0.359418877052846,14,0.125193745581814,0.307687039901733,0.620707277187244,"1.188","NA","1.188","NA"
"LDAH",0.0825966943587218,186,0.169988978379056,0.372370107052931,0.620872315193043,"12.03","28.29","0.2547","0.009001"
"SCUBE3",-0.028037778922011,152,0.67405814248047,0.825413457008044,0.621067172753915,"0.2129","0.1772","0.1972","0.9262"
"BRINP2",0.0758446944933805,168,0.23136434253994,0.447352852745785,0.621294460454177,"0.2041","0.1679","0.1905","0.9335"
"VSTM4",0.19540229291303,139,0.0050898614311468,0.0337258644394249,0.621985343104597,"12.88","0.2034","5.148","0.3998"
"GUK1",-0.0927132422200417,131,0.197135183249761,0.406987124546855,0.622261458415356,"0.4813","0.1996","0.5601","1.164"
"XPO4",-0.0532612735644503,123,0.473007652000795,0.681885993767869,0.622458386418487,"0.2276","0.311","0.3534","1.136"
"RGS19",0.144365099483336,115,0.0601539016924349,0.189671474853664,0.622709047055751,"1.635","0.2062","0.9806","0.5996"
"CLSTN1",0.0584452212052348,195,0.320001809175939,0.540725337954951,0.623083974130468,"0.1697","1.826","0.2917","0.1598"
"KLF16",0.104048072977896,84,0.248453229720514,0.466801524244178,0.623236480255461,"0.2777","0.2698","0.2443","0.88"
"MMP20",-0.093727982007399,165,0.142748743678967,0.332792342186041,0.623590901151464,"10.44","5.684","0.2534","0.02427"
"NKIRAS1",-0.0418925790470323,69,0.674440646955609,0.825475805978219,0.62368315532388,"0.2691","0.2785","0.3139","1.127"
"TRAPPC1",0.0683486471429714,38,0.615234603781029,0.78533633600686,0.623816754752702,"0.3227","NA","0.3227","NA"
"SPATA25",-0.0515466969164969,182,0.396981536417895,0.614302151219337,0.624079636145199,"5.936","4.156","0.2099","0.03536"
"NDEL1",-0.108373392232901,58,0.320437552775779,0.541175907073142,0.624086699610086,"0.4246","0.2766","0.4722","1.112"
"PRSS33",-0.0257197221886023,125,0.726807404384373,0.857882482047905,0.624095666402527,"0.195","NA","0.195","NA"
"TMEM39B",-0.0349894529941682,88,0.691031440060554,0.835538943963896,0.624297975509703,"0.2259","0.2256","0.229","1.013"
"TMIGD1",0.120116645622778,189,0.0442424662706156,0.154241382410107,0.624343841975908,"83.23","0.4098","2.265","0.02721"
"GNS",-0.066008829916202,179,0.282109362720653,0.503155820581352,0.625035954668354,"1.114","0.6182","0.2152","0.1931"
"TOR1AIP1",0.168922084308725,187,0.00489229970194737,0.0328420664066774,0.625043425723133,"4.223","0.2081","6.856","1.624"
"TRIM16L",-0.13988464060495,192,0.0181968069451009,0.0834580982331629,0.625124653739612,"224.8","0.8851","1.783","0.007932"
"ADAMTS6",0.326910842996394,157,6.19861895281005e-07,3.77149431493789e-05,0.62528963919232,"12050332895","0.4003","2955189","0.0002452"
"RNF208",0.0838487887547152,106,0.294931201777159,0.515226099051259,0.625407284267795,"0.3706","0.3475","0.2308","0.6229"
"NPSR1",0.120391441449412,163,0.061346966930298,0.192334279940954,0.625534430264948,"0.5026","NA","0.5026","NA"
"GFRA3",0.113033285566427,183,0.0625277977935376,0.19477707227802,0.625790573976554,"44.38","0.6672","1.1","0.02479"
"NSL1",-0.0668485778749833,163,0.298858543963588,0.519480167337099,0.625890053096677,"0.1782","0.2631","0.2466","0.9373"
"TRAPPC6A",0.0373967326196262,137,0.59459205452129,0.771128945293375,0.625956869166072,"0.1913","0.1898","0.2008","1.05"
"MTDH",-0.049166544457615,169,0.436453628819762,0.650049419990118,0.625972272236226,"0.256","0.1892","0.1958","0.7647"
"CLCF1",-0.106561129224513,80,0.248985394986563,0.467307563989559,0.626039996369467,"1.039","0.3297","0.4082","0.3928"
"CFAP53",0.148608761896796,210,0.00866454287203288,0.0489756322989298,0.626098142111649,"85.62","0.178","7.812","0.09124"
"PAX4",-0.0629487015212098,185,0.296963418992347,0.51710308133201,0.626167986999797,"0.2864","0.1596","0.2583","0.9019"
"ADAMTS15",-0.0435571611088751,178,0.479105140320108,0.687344491249989,0.626235652832534,"0.809","0.1819","0.3681","0.455"
"PGLYRP3",0.048050644454289,175,0.438887368564274,0.652457186937788,0.626284740571379,"0.167","0.1689","0.1729","1.023"
"WDR31",-0.197851054998388,187,0.000980848715251302,0.00995909970904272,0.626314189243251,"54.96","0.1719","49.99","0.9095"
"PIGT",-0.051930453931983,170,0.40971282910642,0.626311109224392,0.626362578050587,"0.407","0.1659","0.3578","0.879"
"MYO1G",0.109981237232413,194,0.061972375191986,0.193763569328284,0.626397294265054,"1.46","0.1697","1.348","0.9235"
"RPL37",0.226455406828919,13,0.354539479773501,0.574631900672092,0.626560754318547,"0.5456","NA","0.5456","NA"
"CDC42SE1",0.13442056254199,23,0.449691797968891,0.662185345642605,0.626718308517731,"0.74","0.4686","0.482","0.6514"
"AASS",0.0439683210299428,184,0.467533860501159,0.677731391950316,0.627021387584768,"0.542","0.4181","0.1838","0.3392"
"MAPK14",0.356393222483619,32,0.0167034038471615,0.078637207520529,0.627026159524956,"2.016","NA","2.016","NA"
"MAML2",-0.291680155865791,173,2.98870143179439e-06,0.000124869974703848,0.6270366598778,"2569","0.1723","750.2","0.292"
"TLR5",0.0776864874754008,186,0.196820778405232,0.406644755704953,0.627050300144897,"3.323","0.2247","0.7081","0.2131"
"IGFBP4",0.0709947372575693,91,0.411994390286121,0.628298316340275,0.627093101649466,"0.4154","0.2449","0.3283","0.7905"
"MYCN",0.0310381923510699,112,0.690095938239782,0.834933202043783,0.627140031680971,"0.4131","0.2505","0.2643","0.6397"
"TRIML2",0.044214064579581,214,0.430423585577412,0.644545418191083,0.627301506633209,"10.1","6.095","0.263","0.02603"
"EHF",-0.168070219858659,146,0.0135024557816645,0.0675513970670281,0.627435333795056,"48.37","2.177","0.9386","0.01941"
"ZNF692",0.0747280262101919,182,0.219467973594089,0.434268148071301,0.627475561525259,"2.939","0.1908","0.9355","0.3183"
"ADD1",-0.0736797991399314,189,0.217190273719622,0.431790130458615,0.627518941595427,"0.5492","0.1766","0.3049","0.5552"
"SCN10A",0.0664963734229533,226,0.222873559649627,0.438204353074216,0.627826709631221,"2.138","0.494","0.2689","0.1258"
"CREB3L1",-0.0216676239645577,152,0.745159485965208,0.868339797146465,0.627998738881617,"0.2326","0.1817","0.2009","0.8636"
"LIPT2",-0.112235992102385,149,0.0955750606341088,0.258081694273879,0.628188550605384,"2.211","0.2025","0.7453","0.337"
"AGAP2",0.0550221840844757,156,0.402986499356064,0.62006758339765,0.628212607854577,"0.3649","0.1939","0.2353","0.6449"
"ADAMTS8",-0.0406680485116147,158,0.533858626016769,0.729770246647645,0.628239063806074,"0.2786","0.2014","0.1939","0.6959"
"PELI3",-0.131620652722431,110,0.0938563357801103,0.254990330730622,0.628336251615965,"2.298","0.2497","0.8143","0.3544"
"TAL1",0.0244089121156071,109,0.75712425101309,0.875157255357505,0.628391137592512,"0.2062","0.203","0.2062","1"
"MPHOSPH9",0.084711431772459,218,0.12729950778947,0.310740158731921,0.628409976617303,"7.08","0.2434","0.7377","0.1042"
"ACSM3",0.0881845341370164,146,0.194939692879326,0.404287449954906,0.628530880027886,"1.963","NA","1.963","NA"
"PLPPR3",0.0624376273632207,150,0.352194389187562,0.572512659059261,0.628545685109791,"0.1761","1.042","0.4186","0.4016"
"CACHD1",-0.0372300257391583,151,0.577793682884212,0.759413101725927,0.628552933034223,"0.176","0.296","0.2144","0.7242"
"PDE9A",-0.0814885512708644,192,0.168907534176635,0.370868793943772,0.628578826899224,"0.2808","0.1578","0.2307","0.8217"
"BUB1B",0.0390767435433636,209,0.491082866817533,0.69616477983825,0.628808285598056,"0.1939","0.2369","0.3093","1.306"
"ARHGAP24",-0.045055602194614,167,0.478419872214913,0.686786643295772,0.62939291779252,"0.5665","0.3055","0.2331","0.4114"
"SLC25A26",-0.0925288315877156,138,0.186286069826059,0.393420837977643,0.629714039329217,"0.2583","0.3185","0.3562","1.118"
"AANAT",-0.0397789168855737,149,0.554712355849257,0.743526427185341,0.630008476159007,"0.346","0.3728","0.2344","0.6288"
"PPP2R1A",-0.0517879555221554,29,0.741412683040016,0.865714169499152,0.630165833113977,"0.3523","NA","0.3523","NA"
"SPINK9",0.0423865347620856,113,0.584394286994174,0.76382237854127,0.630280732395173,"0.2145","0.2546","0.2286","0.8979"
"IL4I1",0.0394635636800411,190,0.507507090792711,0.710199253770437,0.630282851605987,"0.6958","0.1876","0.3022","0.4343"
"SPAG9",0.0462859131724218,177,0.453289892132362,0.665727737756982,0.63051693452793,"0.1707","0.1628","0.1695","0.9927"
"GLT1D1",0.0750090763675644,159,0.249676370800582,0.468000619134464,0.630648726263653,"81.95","6.82","0.3561","0.004345"
"RALGAPB",-0.0368225319614785,147,0.587074975788594,0.76573521055018,0.630702970383351,"0.4934","0.5777","0.1915","0.3315"
"XIAP",0.0292544755141109,169,0.643341069133745,0.804632050152191,0.630756130598756,"0.1825","0.1934","0.1677","0.8674"
"FXR2",-0.0173216931490557,132,0.808858990261816,0.90557346688376,0.630848225811078,"0.2103","0.1975","0.1936","0.9204"
"GAL3ST3",0.169363441181694,113,0.0288484115441104,0.115062881737003,0.630931511817687,"0.5805","0.2902","0.2755","0.4745"
"RRAS2",0.0498000341441601,23,0.779434528427275,0.88934165528663,0.63098675809068,"0.395","0.5401","0.3942","0.7299"
"ADAMTS2",0.0852289072521351,201,0.140872560386484,0.330519135619916,0.631303180857747,"12.58","0.5005","0.6882","0.0547"
"GSN",0.0392782123620252,187,0.512900326719327,0.713820756319064,0.631320152930834,"0.199","0.6013","0.1728","0.2874"
"OR1S2",-0.0765495175356987,133,0.283217073183593,0.504224869556509,0.63134632910984,"0.1878","NA","0.1878","NA"
"DHX9",0.100505923616195,166,0.114926423137086,0.291311994778973,0.631363436946525,"0.7948","0.1696","0.5634","0.7089"
"RPS6KA1",-0.143993887268253,108,0.0693932355544319,0.208923905050239,0.63155737704918,"720.8","17.53","0.7567","0.00105"
"LARP6",-0.0994247192199492,169,0.115563870209166,0.292396195563351,0.631591430659367,"1.085","0.1666","0.881","0.8117"
"PPP2R5D",0.0294565621478418,83,0.745378859044583,0.868405715502833,0.631626008088972,"0.2292","0.3075","0.2403","0.7814"
"UBE2D4",0.160934849861756,27,0.323678160907016,0.544064908701058,0.631894897406879,"0.5257","NA","0.5257","NA"
"TBC1D22A",-0.0326638808629126,166,0.608418912136685,0.781060524028178,0.632199767995604,"0.1706","0.1777","0.1788","1.006"
"DUSP28",-0.086384755839877,140,0.213895812034844,0.42785766433065,0.632433151523214,"0.7815","0.1975","0.3684","0.4714"
"CACNB2",-0.0656580356415799,171,0.29582778176012,0.516067156938621,0.632471499653587,"9.809","1.456","0.394","0.04016"
"LCAT",0.0547930556350603,151,0.41267929242566,0.628863349909096,0.632499114028722,"0.3384","0.2617","0.2084","0.6156"
"FCGBP",0.0335237623599163,119,0.656939626504471,0.813271538242654,0.632627292837147,"0.2982","0.1982","0.2926","0.9813"
"VPS39",-0.0330790707851983,141,0.632884812917754,0.797121037096411,0.63287643207856,"0.2337","0.2404","0.1877","0.7805"
"CMC2",-0.0560386474977664,63,0.591835181247712,0.769337658028099,0.632946223206852,"0.2722","0.2576","0.2747","1.009"
"SAMHD1",0.206268395166088,203,0.00034139010331474,0.00452847483768233,0.633096153003229,"79111475","11.53","154.1","0.000001947"
"ROBO2",0.0314682628040919,170,0.617384524862155,0.786414614429653,0.633274877745417,"0.2122","0.1723","0.2283","1.076"
"HJV",0.0641946443761443,135,0.364531625956447,0.584492492841189,0.633462864203954,"0.4263","0.3188","0.2211","0.5186"
"CNOT9",0.482804549585268,13,0.0483982231812983,0.163597035772526,0.633913797179103,"2.057","0.6039","1.148","0.5581"
"CCDC47",-0.0504997372600192,98,0.544474508963011,0.736241430828638,0.634111782227371,"0.216","0.2255","0.2234","0.9909"
"CYSTM1",-0.0537718140606931,102,0.510132448997313,0.71227589830674,0.634124984216392,"0.3925","0.2183","0.3009","0.7665"
"RNF2",-0.0792134520182862,34,0.582801864193033,0.762675452307566,0.634233997326496,"0.3524","0.4758","0.3291","0.6917"
"NFIA",-0.0678477191245938,111,0.385602232197611,0.602873172410959,0.634322636226578,"0.3846","0.3167","0.61","1.586"
"SLC25A45",-0.0443946199155371,170,0.48095507752195,0.688366445139017,0.634342682220568,"6.964","58.63","0.2167","0.003696"
"ASB9",0.0868787476984952,176,0.160433616412425,0.358956757526794,0.6344481050461,"2.824","0.7209","0.4178","0.1479"
"MUC1",-0.104347965810553,82,0.252936123456794,0.472009778140596,0.634485128807297,"0.5888","NA","0.5888","NA"
"P4HB",0.030663271749014,154,0.643346518010971,0.804632050152191,0.634600610224554,"0.174","0.1808","0.1787","0.9882"
"HOXC11",0.0454183321740304,127,0.533971461533488,0.729809206689629,0.634753369408436,"0.5953","0.2713","0.2689","0.4518"
"MRPS28",0.0389026102196516,163,0.545458116852129,0.73701388525041,0.634894957307993,"0.3324","0.2011","0.2246","0.6757"
"CALM3",-0.0956097654986721,48,0.426877273888087,0.641398134906776,0.634992180353507,"1.729","0.7641","0.4489","0.2597"
"KLHDC4",-0.155224300133927,194,0.0084307460427758,0.048130145621298,0.635059374034344,"45.98","0.5429","1.386","0.03014"
"AFMID",0.0715922703045456,193,0.225579098093504,0.44128566353206,0.635186797694572,"8.088","1.416","0.2906","0.03593"
"KRTAP7-1",0.0342560959251211,100,0.677867368812143,0.827780344607136,0.635400466562986,"0.2774","0.3503","0.2116","0.6042"
"PIAS1",-0.0885815356546349,99,0.285245179234945,0.506097500622862,0.635535242037484,"0.6165","0.2123","0.5876","0.9531"
"AMOT",-0.0708806773664947,174,0.254890857547167,0.473909380238665,0.63568239955861,"0.1674","0.3348","0.2331","0.6963"
"HOXD13",-0.1245000853604,69,0.211893552031278,0.425649086066346,0.635839197801202,"1.854","0.2779","0.7125","0.3842"
"AC010255",-0.0698852501851978,89,0.424610983296743,0.63996299384956,0.636155545500519,"0.8192","1.118","0.2441","0.2183"
"SPR",0.0593260260653093,173,0.342023407024357,0.563161453791032,0.636291564736794,"0.4812","0.3926","0.1899","0.3947"
"RPS6KB1",-0.144785059848405,45,0.244673768478425,0.462743132394725,0.636318897637795,"0.541","0.3254","0.3942","0.7286"
"CFAP300",-0.0828410064627565,156,0.207984692371558,0.420651703375376,0.636336550294708,"0.2063","0.2577","0.3028","1.175"
"LSM8",0.260578653323524,12,0.309177044632912,0.530102975272244,0.636480713657495,"0.7226","NA","0.7226","NA"
"TEPP",-0.0231053504128722,174,0.710533847099628,0.848145440471782,0.636563009112555,"0.2566","0.1878","0.1872","0.7296"
"GRM6",0.0525817499384399,173,0.39969980463193,0.616897788746155,0.636660949113779,"0.9924","0.7136","0.196","0.1975"
"AP5S1",-0.111991660054099,151,0.0940638214341242,0.255423259899687,0.63691593765629,"0.8699","0.1786","0.5728","0.6584"
"SYT10",0.056975951125257,148,0.399113334569625,0.616289836898885,0.637086594699804,"0.3265","0.1804","0.2658","0.814"
"OMA1",0.0139634904785009,200,0.809827569432457,0.906214039584488,0.637127769984375,"0.3205","0.1827","0.2029","0.633"
"BMF",-0.0831257780089694,100,0.313479275481063,0.534365799875221,0.637194323312326,"0.7558","1.335","0.2577","0.1931"
"DHX35",-0.0647665415858422,148,0.337810012577097,0.559415897884581,0.637207148218535,"0.2982","0.1775","0.2609","0.8748"
"ST3GAL1",0.129084223916663,170,0.040440621307823,0.145324684969186,0.637380860131732,"1.035","0.1716","1.06","1.024"
"RNF128",0.0440794498745289,123,0.552588055867938,0.742069666694113,0.63743751729977,"0.3933","1.113","0.2132","0.1916"
"SPATS2L",0.0309818393135134,182,0.610682816890679,0.78248198390744,0.63783994119936,"3.977","16.56","0.2073","0.01252"
"FBXO25",0.0759613503806088,138,0.277920554656832,0.498807329759808,0.637928939438126,"1.252","0.6592","0.3716","0.2969"
"SMIM18",-0.104761904761905,50,0.373843326602156,0.592690573598957,0.637970863079691,"2.428","0.4998","0.4518","0.186"
"NONO",-0.0728119767686243,43,0.567781357279817,0.752558376475742,0.638049032016125,"0.3185","NA","0.3185","NA"
"HMX1",-0.0451890189286788,115,0.55628363074614,0.744390562217659,0.638113906392804,"0.3609","0.2315","0.2413","0.6686"
"C1orf158",0.121820039276117,185,0.043551829259226,0.152498111992589,0.638143306304816,"0.4029","0.3522","1.121","2.783"
"SEMA6A",-0.075192078046666,156,0.25309343737689,0.472123403019329,0.638340784564187,"0.2229","0.1779","0.2382","1.069"
"ZFAND4",-0.108395788121935,203,0.0598083434561381,0.189178318241771,0.638624444191084,"1.878","0.1744","2.196","1.169"
"TBCB",-0.0704554408337186,135,0.319639416299461,0.54051251607566,0.638677981241626,"0.2173","0.2001","0.1931","0.8886"
"PAN3",-0.10084263090992,136,0.152783352357872,0.347871258456269,0.638704015212463,"0.3339","0.361","0.6846","1.897"
"MECOM",-0.0805514898119507,157,0.219336136228773,0.434114638457988,0.638730931160807,"0.8837","0.1872","0.458","0.5183"
"ASAP1",0.0486743250087407,165,0.44658300377532,0.659245500591575,0.638776818370348,"0.9434","0.3403","0.2892","0.3065"
"SRCAP",0.065149862113299,214,0.2453110440845,0.463236644729782,0.63885710549544,"1.76","0.1993","0.4448","0.2527"
"LAMP1",-0.0911301782707897,185,0.13107074574245,0.316540005036324,0.638866622227097,"1.257","0.1786","0.5141","0.4091"
"SCAP",0.0335378727865745,185,0.578434285206273,0.76000537251587,0.639021184343046,"2.173","12.14","0.1906","0.01569"
"HDAC5",-0.100256295472975,144,0.143395284931226,0.334004563241554,0.639038881066947,"0.4134","0.5232","0.1872","0.3579"
"WAPL",-0.0655352042043773,173,0.293891924239388,0.514367119291117,0.639090931156401,"0.2185","0.1686","0.2301","1.053"
"NELL1",-0.097803204253775,191,0.0995985965622796,0.265011097803392,0.639261665960352,"9.182","0.672","0.4805","0.05233"
"PRPS2",0.0441632772090493,66,0.665152169817709,0.819949543288112,0.639403875548543,"0.3841","NA","0.3841","NA"
"RHOV",-0.0469970616317149,54,0.677986778890787,0.827862986326622,0.639559676221165,"0.3209","0.274","0.3147","0.9807"
"IL13RA1",0.148133643792439,160,0.0225734240624602,0.097363863031668,0.640147288551663,"7.454","0.2509","1.499","0.2011"
"ANKK1",-0.23706618485671,130,0.00101952944385505,0.0102478078898043,0.640274864775362,"2.391","0.2218","4.594","1.921"
"MYT1L",-0.0538169092443467,177,0.3832293396408,0.600806886737738,0.640348299319728,"0.3497","0.2515","0.1823","0.5211"
"ACTN2",0.0575433536697509,97,0.492090197145026,0.697021677037257,0.640646339404914,"0.2142","0.2212","0.2144","0.9694"
"SUN3",0.0937530587741785,188,0.117341742841395,0.294826606901098,0.640661494487546,"5.831","0.5757","0.4078","0.06994"
"CTC1",-0.0257134754854104,222,0.640415456631618,0.802457780185912,0.640719380786159,"0.164","0.2359","0.2564","1.087"
"RORB",-0.107310818392428,103,0.186513182444406,0.393756852562237,0.640822711292146,"0.3276","0.2117","0.335","1.023"
"PLA2G1B",-0.0486671773767214,166,0.44525903037966,0.658091594157928,0.641230347892364,"1.42","1.281","0.1941","0.1367"
"DDX43",-0.159632898301244,191,0.00719058704253915,0.0427746371207106,0.641297676457694,"2636","0.5568","8.797","0.003337"
"GLT8D2",0.0990469203063779,117,0.19326847159692,0.402326275854549,0.641395223397561,"1.536","0.3767","0.4872","0.3172"
"TEX45",0.048887631024553,170,0.437693428759226,0.651207980444094,0.641692124475742,"0.3807","0.1774","0.301","0.7906"
"FIBP",-0.0390615755526131,73,0.68681019540508,0.833043033947707,0.641810205149936,"0.2571","0.2451","0.2481","0.9652"
"ZNF470",-0.0479338870796787,190,0.420837417870194,0.636807599126132,0.642114965644377,"0.2222","1.219","0.179","0.1468"
"MFSD4A",0.0953789279651399,173,0.126610948967866,0.309923737591903,0.642159292601417,"97.52","1.475","1.438","0.01475"
"RASGEF1A",0.150062116059917,133,0.0354074676190678,0.132535741950953,0.642197060493282,"5.755","0.2029","2.216","0.3849"
"INTS6L",-0.0988017066167099,171,0.115685570883328,0.292539380832463,0.642233256558284,"0.1898","0.3406","0.1701","0.4992"
"KMT2E",-0.160478555298016,192,0.00674327194640583,0.0409199232788723,0.642249183962555,"18.35","4.474","0.3276","0.01785"
"OR6S1",-0.185578576930047,159,0.00439943815679366,0.0305820197154701,0.642418812989922,"6.04","NA","6.04","NA"
"CHEK2",0.0279619895469612,173,0.654266091674195,0.811971924846476,0.642554921476217,"0.2269","0.1862","0.182","0.8018"
"CCT2",0.105410267282369,102,0.196657848214891,0.406421140014812,0.642653209446768,"2.206","0.2338","1.08","0.4895"
"PIKFYVE",0.0431170533346851,206,0.450694165037017,0.663065791502094,0.642826151095993,"0.3067","0.2837","0.166","0.541"
"SIX6",0.15840691015908,71,0.106988869511107,0.277781682688437,0.642911959724951,"0.5306","0.4184","0.3007","0.5667"
"CRP",0.0420084025208403,51,0.718631513457592,0.852638947011818,0.643029452005473,"NA","1.047","1.047","NA"
"PDGFRL",-0.113476462838998,170,0.0716326576830254,0.213358229089917,0.643052679849367,"0.7149","0.1895","0.9443","1.321"
"CD58",0.104139787292553,113,0.178989563743543,0.384200120948441,0.643135938221346,"0.4289","NA","0.4289","NA"
"STX10",-0.0590077164982152,139,0.397588604543904,0.614706555547009,0.643162267139619,"1.387","0.2848","0.356","0.2567"
"PHTF1",0.297753663830941,174,1.72877928641892e-06,8.20888016061591e-05,0.643185004796694,"52654362","0.282","51251","0.0009733"
"COX11",-0.0114930882673838,156,0.861325549320227,0.932665546097054,0.643804332932418,"0.2201","0.208","0.1775","0.8064"
"SLC5A8",0.141881104728357,192,0.0166070412459695,0.0784142443251708,0.643933832943546,"0.3603","1.039","2.817","2.711"
"TSLP",0.18121747963703,108,0.0222973972242388,0.0965693649086868,0.64397691715018,"528.5","17.53","1.751","0.003313"
"P2RX7",0.0496484885659289,193,0.400690633396418,0.61771209206257,0.644032787420603,"0.4004","0.2025","0.2114","0.5279"
"PGBD5",0.0421402347672026,152,0.527301238504295,0.724529831576999,0.644052947859773,"0.1898","0.2438","0.263","1.078"
"NAA30",0.0311731103850204,113,0.687482652676985,0.83347898114011,0.644280852837003,"0.2043","0.2723","0.2553","0.9376"
"CHRNB3",-0.0826686930753245,172,0.186782254513274,0.3940972944746,0.644435860401061,"0.7367","0.242","0.2598","0.3527"
"ARHGAP44",-0.0823077204588888,167,0.195346898836663,0.404914647044596,0.644493707294487,"0.6546","0.539","0.1892","0.2891"
"GIPR",0.0181497257384387,187,0.76238310428736,0.87830512641164,0.644563376591783,"0.4312","2.271","0.1618","0.07123"
"POMGNT2",0.0359780600729935,165,0.573713030221602,0.756535303634616,0.644771343123539,"0.733","0.2241","0.3217","0.4388"
"METAP1D",-0.0778130599620883,144,0.256082401729067,0.475483086850387,0.64512303587311,"1.592","0.2483","0.4522","0.2841"
"TAPBPL",-0.0644412260838083,207,0.258456384211693,0.47785315541947,0.645809872372372,"19.97","151.5","0.1866","0.001232"
"SNX9",-0.0398816294464124,164,0.534128409103397,0.729899470749151,0.645919083377845,"0.1727","0.2336","0.2122","0.9084"
"MOB1B",0.127961982658319,19,0.51693704426449,0.716751285185025,0.646469332838452,"0.6992","0.4043","0.6509","0.931"
"PEX14",0.0855680875611203,127,0.241292413327141,0.458951764894914,0.646612843735912,"0.2161","0.2775","0.3095","1.115"
"SLC6A13",-0.0476889647523291,163,0.458616156240072,0.670457689970801,0.64679269538847,"2.036","57.66","0.1712","0.002969"
"CARTPT",0.0417998082465242,78,0.655327001457874,0.812519003005761,0.646792970947473,"0.2482","0.2357","0.2426","0.9773"
"ADGRB1",0.0483029150239151,144,0.480815169168257,0.688366445139017,0.646986662862849,"0.1834","0.1861","0.179","0.962"
"SDCCAG8",0.150030136271613,214,0.00746224860863,0.0439819161087651,0.647086316084657,"4296","1.712","4.054","0.0009437"
"UNC5C",-0.0995813840163575,143,0.147536708679277,0.340430052240201,0.647140796518593,"7.447","2.281","0.2951","0.03963"
"GUCA2B",0.0375869543286187,173,0.54717512892158,0.738146721716669,0.647311352476762,"0.1709","0.3095","0.1826","0.5899"
"KIAA1143",-0.0649266335750025,126,0.375866829387315,0.59444761848743,0.647683817905847,"0.7006","0.2405","0.3725","0.5316"
"SLC27A1",-0.0455032409608593,180,0.457147453722455,0.669039103207127,0.647841564018533,"1.223","0.7175","0.2234","0.1826"
"LLGL2",-0.0401577489931725,200,0.488884890578353,0.694648909521826,0.647883903957949,"0.4394","0.4603","0.1634","0.355"
"SCAND1",0.0696301881149669,153,0.29465076508951,0.514931041033154,0.648058252427185,"0.2835","0.1741","0.2703","0.9537"
"STAT5A",0.0351687746246733,134,0.620673326915588,0.788550106034548,0.648069475413684,"0.2137","0.185","0.2076","0.9717"
"RCN1",-0.0494106120009524,124,0.503841156186158,0.7075442019562,0.648135244584431,"0.3469","0.1918","0.3287","0.9476"
"CASK",-0.143041314427132,70,0.148473151583337,0.342097533712968,0.648383422413038,"0.6303","14.59","0.2535","0.01738"
"TRPT1",-0.0984940424537474,182,0.105561046259388,0.275067230458025,0.648572175490935,"14.54","2.045","0.4146","0.02853"
"SOX1",-0.108080371768331,56,0.330533760708861,0.551188124099958,0.648649531870394,"1.195","0.2841","0.5763","0.4823"
"ALDH2",0.0560578054425135,173,0.369275902046164,0.58891299427374,0.648660786255499,"0.9904","0.3446","0.2791","0.2819"
