"","Order","BinPerm","CatPerm","ContPerm","BinRank","CatRank","ContRank","BinPercent","CatPercent","ContPercent","BinaryRankPercent","CatRankPercent","ContRankPercent"
"ACTR1B",3586,0.692467345284209,0.1410394986895,0.77779,8942,3619,10820,0.596690244227946,0.223367485495618,0.77774583093732,0.551668825960886,0.223271022271578,0.77774583093732
"PCDHAC2",3587,0.671240355547534,0.335650578209081,0.06641,8708,6914,1045,0.581075670625917,0.426737439822244,0.0751150086256469,0.537232401752113,0.426553149484854,0.0751150086256469
"PCDHA13",3588,0.540930018197454,0.982425043735313,NA,7557,15939,NA,0.504270652609102,0.983767436118998,NA,0.466222468998704,0.983342587451416,NA
"MITD1",3589,0.999416658991127,0.771433677086876,0.97703,14923,12900,13598,0.995796076337915,0.796198000246883,0.977429557216791,0.920661360972299,0.795854155099019,0.977429557216791
"CNOT11",3590,0.81848212594946,0.177411971726323,0.92398,10826,4322,12888,0.722407580408381,0.266757190470312,0.926394479585969,0.667900549077673,0.266641989018447,0.926394479585969
"CATIP",3591,0.78416839608657,0.680243251752307,0.68074,10214,11706,9498,0.681569464833845,0.722503394642637,0.68271995399655,0.630143747300882,0.722191375161947,0.68271995399655
"ACSM3",3592,0.501232263607383,0.584758214710204,0.8917,7245,10498,12428,0.48345122113973,0.647944698185409,0.893329499712478,0.446973903387007,0.647664877537171,0.893329499712478
"NRG2",3593,0.635706943674714,0.0676968045859583,0.85475,8373,2006,11898,0.55872147337515,0.123811875077151,0.855232892466935,0.516564871367759,0.123758405823925,0.855232892466935
"SPATA2",3594,0.0957913519460134,0.945951236317512,0.39922,2775,15358,5605,0.185172827972775,0.947907665720281,0.402889591719379,0.171201184527115,0.947498303411685,0.402889591719379
"NCF1",3595,0.0371967779442814,0.0408589322994333,0.63235,1088,1313,8813,0.0726010943547311,0.0810393778545859,0.633481886141461,0.067123203158739,0.0810043802825591,0.633481886141461
"LRTOMT",3596,0.269481542070353,0.249872058602178,0.9143,5375,5579,12734,0.358668090217536,0.344340204912974,0.915324899367453,0.331605897957925,0.344191498550188,0.915324899367453
"SLCO2B1",3597,0.916385542168675,0.792227641392802,0.44966,13026,13199,6318,0.869211263846256,0.814652512035551,0.454140310523289,0.803627614288358,0.814300697143562,0.454140310523289
"PKD1L1",3598,0.0899539407994331,0.0594920355489934,0.23324,2628,1815,3348,0.175363672761244,0.11202320701148,0.240655549166187,0.162132148806219,0.111974828798815,0.240655549166187
"SLAMF8",3599,0.161479694068093,0.0979004729744924,0.27054,4051,2698,3862,0.270318964366742,0.166522651524503,0.277602070155262,0.249922882349312,0.166450737244741,0.277602070155262
"CDH15",3600,0.870821292109715,0.400728039736001,0.44902,11943,7874,6308,0.796943814226612,0.485989384026663,0.453421506612996,0.736812881732371,0.485779505213153,0.453421506612996
"HTR6",3601,0.797806807559902,0.876782577185764,0.41515,10443,14410,5829,0.696850393700787,0.889396370818417,0.418990799309948,0.644271700906904,0.88901227712999,0.418990799309948
"ZSCAN23",3602,0.0762944234741115,0.156270570260461,NA,2265,3923,NA,0.151141064993994,0.242130601160351,NA,0.139737183046456,0.242026034918872,NA
"SPATA2L",3603,0.879244969693615,0.379525311701968,0.25395,12144,7575,3624,0.810356332577072,0.467534872237995,0.260494537090282,0.749213399962984,0.46733296316861,0.260494537090282
"USP21",3604,0.848936464553181,0.501340087497122,0.44098,11442,9366,6196,0.763512611770986,0.578076780644365,0.445442783208741,0.705904127336665,0.577827133074218,0.445370902817711
"FCER1G",3605,0.894849450622925,0.311808480847489,0.50159,12522,6552,7013,0.83557987454958,0.404394519195161,0.504097182288672,0.772533777531001,0.404219877845641,0.504097182288672
"FAM160B2",3606,0.454320281985329,0.933396726485524,0.13852,6917,15167,2031,0.461564126518084,0.936118997654611,0.145989074180564,0.426738231846505,0.935714726386575,0.145989074180564
"CHRNB3",3607,0.993509323537652,0.505313353245055,0.92118,14788,9416,12847,0.986787668490591,0.581162819405012,0.923447383553767,0.912332654698007,0.580911839101734,0.923447383553767
"ARHGAP17",3608,0.226024466185607,0.383617778178052,0.91848,4933,7648,12808,0.329173895635927,0.47204048882854,0.920644048303623,0.304337096674687,0.471836633968783,0.920644048303623
"C8orf58",3609,0.0659892018195541,0.382599585892678,0.40665,1986,7632,5717,0.132523688776191,0.471052956425133,0.410940195514664,0.122524523412919,0.470849528039978,0.410940195514664
"WNT9B",3610,0.227527764289406,0.395683207540726,0.17119,4951,7804,2479,0.330375016682237,0.481668929761758,0.178191489361702,0.305447590844592,0.481460916774631,0.178191489361702
"TMEM141",3611,0.0766487711606701,0.290226717577446,0.03661,2279,6216,617,0.152075270252235,0.383656338723614,0.0443502012650949,0.14060090073416,0.383490653340737,0.0443502012650949
"CELA3A",3612,0.188591568501988,0.0990370358029422,NA,4448,2723,NA,0.296810356332577,0.168065670904827,NA,0.274415448207786,0.167993090258498,NA
"MIS18A",3613,0.342517421101881,0.155834602667459,0.48009,6032,3911,6732,0.402509008407847,0.241389951857795,0.483898792409431,0.372138935159479,0.241285705472268,0.483898792409431
"CFAP298",3614,0.762599023493204,0.520092804385756,0.82723,9878,9629,11517,0.65914853863606,0.594309344525367,0.827846463484761,0.609414522795978,0.59405268677895,0.827846463484761
"KPNB1",3615,NA,0.0807479181015591,NA,15305,2274,NA,NA,0.140353042834218,NA,0.944228515022518,0.140292430131408,NA
"WNT4",3616,NA,0.119632730218742,NA,15306,3180,NA,NA,0.196272065177139,NA,0.944290209143069,0.196187303349991,NA
"IL10RB",3617,0.857441047832828,0.410899722795058,0.90008,11651,8046,12539,0.777458961697584,0.496605357363288,0.901308223116734,0.71879819853168,0.496390893947807,0.901308223116734
"NCOA5",3618,0.550524362869019,0.914931472947031,0.81807,7637,14921,11373,0.509608968370479,0.920935686952228,0.817495687176538,0.471157998642729,0.920537972731199,0.817495687176538
"STC1",3619,0.234295029096263,0.0396752854420673,0.11566,5025,1284,1732,0.335312958761511,0.0792494753734107,0.124496837262795,0.310012955765316,0.0792152507866,0.124496837262795
"ARAF",3620,0.0444449668531666,0.926368728543034,0.70529,1327,15069,9846,0.0885493126918457,0.930070361683743,0.707734330074756,0.0818680979702634,0.929668702572645,0.707734330074756
"HOXB13",3621,0.572899772948427,0.170041196356986,0.15614,7808,4173,2285,0.521019618310423,0.257560794963585,0.164246693502013,0.481707693256833,0.25744956505645,0.164246693502013
"ATP5PO",3622,0.0467641039782871,0.170204866648002,0.5763,1402,4176,8058,0.0935539837181369,0.257745957289224,0.579284071305348,0.0864951570115368,0.257634647418101,0.579212190914319
"KCNE2",3623,0.0378422628254858,0.0740991194061251,0.60883,1118,2137,8493,0.0746029627652476,0.131897296630046,0.610552041403105,0.0689740267752483,0.131840335616016,0.610480161012076
"SNF8",3624,0.185446843053195,0.133179813566955,NA,4402,3448,NA,0.293740824769785,0.212813232934206,NA,0.271577518662471,0.212721327657474,NA
"IGF2BP1",3625,NA,0.00262182694089309,NA,15307,154,NA,NA,0.00950499938279225,NA,0.944351903263619,0.00950089456474798,NA
"CBR3",3626,0.946324872023612,0.854517372860904,0.96724,13739,14102,13457,0.916789003069532,0.870386372052833,0.967294422081656,0.84761552224073,0.870010488000494,0.967294422081656
"GJD2",3627,0.824525971854177,0.811569659262705,0.75901,10959,13479,10568,0.731282530361671,0.831934329095173,0.75963197239793,0.676105867110864,0.831575050897649,0.75963197239793
"ACTC1",3628,NA,0.72305345604744,NA,15308,12249,NA,NA,0.756017775583261,NA,0.944413597384169,0.755691282620766,NA
"SIM2",3629,0.914235461248788,0.222007773400064,0.45261,12987,5105,6355,0.866608834912585,0.315084557462042,0.456799884991374,0.801221543586896,0.314948485409341,0.456799884991374
"GFRA4",3630,0.993958427543285,0.193061313262461,0.39015,14798,4599,5501,0.987454957960763,0.283853845204296,0.395414031052329,0.91294959590351,0.283731260410883,0.395414031052329
"CCDC142",3631,0.72793809499347,0.598878819898084,0.62348,9387,10680,8700,0.626384625650607,0.659177879274164,0.625359401955147,0.579122709605775,0.658893207477327,0.625359401955147
"MCAT",3632,0.438352359764181,0.907773769069826,0.44284,6805,14811,6220,0.454090484452155,0.914146401678805,0.447096032202415,0.41982849034487,0.913751619470664,0.447096032202415
"PLA2G4D",3633,0.0509552547345959,0.914710885441314,0.00625,1521,14917,170,0.101494728413186,0.920688803851376,0.0122196664749856,0.0938367573570239,0.920291196248997,0.0122196664749856
"P3H3",3634,0.693661611160809,0.582031532363642,0.38256,8965,10467,5407,0.598225010009342,0.646031354153808,0.388657274295572,0.553087790733543,0.645752359800111,0.388657274295572
"RFX5",3635,0.14214002137731,0.719332905021951,0.61687,3716,12199,8598,0.247964767115975,0.752931736822614,0.618027602070155,0.229255351964958,0.752606576593251,0.618027602070155
"M1AP",3636,0.950410425883482,0.958602063664274,0.50675,13840,15566,7098,0.92352862671827,0.960745586964572,0.510207015526164,0.853846628416312,0.96033068048615,0.510207015526164
"PSMB4",3637,0.956372760868223,0.917022046081283,0.59554,13982,14942,8316,0.933004137194715,0.9222318232317,0.597757331799885,0.862607193534456,0.921833549262755,0.597757331799885
"BTG2",3638,0.177890958061094,0.801550539744848,0.65101,4289,13333,9072,0.28620045375684,0.822923095914085,0.652098907418056,0.264606083040286,0.822567709297304,0.652098907418056
"IRX6",3639,0.838535930693467,0.244227170750345,0.25486,11219,5495,3636,0.748632056586147,0.339155659795087,0.261357101782634,0.692146338453945,0.339009192423962,0.261357101782634
"CES5A",3640,0.172107400784575,0.721658005895402,0.62026,4214,12224,8659,0.281195782730549,0.754474756202938,0.622412305922944,0.259979023999013,0.754148929607008,0.622412305922944
"HK2",3641,0.137546647890157,0.665495618382187,0.10495,3629,11525,1598,0.242159348725477,0.711331934329095,0.114936745255894,0.223887963477081,0.711024739342341,0.114864864864865
"CELF3",3642,NA,0.65400466562986,NA,15309,11364,NA,NA,0.701394889519812,NA,0.94447529150472,0.701091985933741,NA
"AMFR",3643,0.0813498868235133,0.352121636922413,0.88052,2410,7162,12260,0.160816762311491,0.442044192075052,0.881253594019552,0.148682830526251,0.441853291381331,0.881253594019552
"UBR1",3644,0.0330203014831024,0.0527452710241573,0.17995,939,1654,2603,0.0626584812491659,0.102086162202197,0.187104657849339,0.0579307791967425,0.102042075390215,0.187104657849339
"MED8",3645,0.92511926497438,0.205402288654307,0.89015,13265,4821,12399,0.885159482183371,0.297555857301568,0.891244968372628,0.818372509099883,0.297427355173052,0.891244968372628
"PGLYRP3",3646,0.256585069411474,0.444760200129791,0.60674,5265,8513,8471,0.351327906045643,0.52542895938773,0.608898792409431,0.32481954469739,0.525202048244802,0.608898792409431
"ISL2",3647,0.415202517393689,0.108914543639599,0.24182,6585,2954,3454,0.439410116108368,0.182323169979015,0.248274870615296,0.406255783823802,0.18224443210562,0.248274870615296
"GSTT2B",3648,0.238195604998628,0.0457962813257882,NA,5066,1469,NA,0.338048845589217,0.090667818787804,NA,0.312542414707878,0.0906286630884077,NA
"CPNE2",3649,0.247444127436995,0.731964882681913,0.45886,5161,12373,6441,0.344388095555852,0.763671151709665,0.462981598619897,0.318403356160158,0.763341353569005,0.462981598619897
"GPBP1L1",3650,0.364446069538395,0.40006897549145,0.70724,6196,7866,9877,0.413452555718671,0.48549561782496,0.709962622196665,0.38225677092973,0.485285952248751,0.709962622196665
"NAE1",3651,0.800802014755719,0.565276028760613,0.53467,10507,10231,7475,0.701121046309889,0.631465251203555,0.537305922944221,0.648220124622124,0.631192547350238,0.537305922944221
"ACE",3652,0.901562446985376,0.465949259952062,0.66065,12681,8836,9220,0.846189777125317,0.545364769781508,0.662737205290397,0.782343142698501,0.545129249182553,0.662737205290397
"TEPP",3653,0.0392184560461786,0.676600981641463,0.13849,1164,11669,2028,0.0776724943280395,0.720219725959758,0.145845313398505,0.0718119563205627,0.719908692701586,0.145773433007476
"KIAA0895L",3654,0.785467384968386,0.114581573825873,0.19715,10229,3081,2863,0.682570399039103,0.190161708431058,0.205793559516964,0.631069159109137,0.19007958541551,0.205793559516964
"SHF",3655,0.0284205828069145,0.418108038539769,0.25853,794,8138,3688,0.0529827839316696,0.502283668682879,0.265094882116159,0.0489851317169474,0.502066753038435,0.265094882116159
"CHCHD6",3656,0.547111308868645,0.132508621009307,0.77952,7606,3430,10843,0.507540371012945,0.211702258980373,0.779399079930995,0.46924548090567,0.211610833487569,0.779399079930995
"CTBP1",3657,0.934111720066617,0.0974406366712238,0.72658,13485,2688,10133,0.899839850527159,0.165905443772374,0.728364002300173,0.831945215620951,0.165833796039237,0.728364002300173
"TPPP3",3658,0.897764571256351,0.235991176492731,NA,12595,5348,NA,0.840451087681836,0.330082705838785,NA,0.777037448331174,0.329940156703066,NA
"AGRP",3659,0.781272607931162,0.806970969831393,0.07474,10174,13414,1160,0.678900306953156,0.827922478706333,0.0833812535940196,0.62767598247887,0.827564933061879,0.0833812535940196
"ZFYVE28",3660,0.504082560551667,0.58578244520014,0.48828,7270,10513,6827,0.485119444815161,0.648870509813603,0.490727429557217,0.448516256400765,0.648590289345425,0.490727429557217
"PIP",3661,0.0500944678897463,0.0188124341635501,0.73927,1497,710,10309,0.0998932336847725,0.043821750401185,0.741014951121334,0.0923560984638164,0.0438028255907212,0.741014951121334
"PSKH1",3662,0.599291932394093,0.735276557009602,0.93791,8028,12410,13061,0.535699986654211,0.765954820392544,0.938829787234043,0.495280399777901,0.765624036029366,0.938829787234043
"DMPK",3663,0.593735981981386,0.731970910815013,0.56895,7975,12374,7945,0.532163352462298,0.763732872484878,0.571089706728005,0.492010611388735,0.763403047689555,0.571089706728005
"PTGIR",3664,0.0366489539862583,0.0405378714259755,0.89995,1066,1306,12536,0.0711330575203523,0.0806073324280953,0.901092581943646,0.0657659325066321,0.0805725214387069,0.901092581943646
"SSU72",3665,NA,0.284078675617859,NA,15310,6112,NA,NA,0.377237378101469,NA,0.94453698562527,0.377074464803504,NA
"TRIM62",3666,0.469213396211508,0.191023177265316,NA,7025,4571,NA,0.468770852795943,0.282125663498334,NA,0.433401196865939,0.282003825035474,NA
"NR2F6",3667,0.637177242980258,0.0965862333166224,NA,8393,2665,NA,0.560056052315494,0.164485865942476,NA,0.517798753778765,0.16441483126658,NA
"CCDC58",3668,NA,0.642707516921981,0.06156,15311,11226,980,NA,0.692877422540427,0.0704427832087407,0.94459867974582,0.692578197297798,0.0704427832087407
"HAPLN4",3669,0.289092117571759,0.238818496689862,0.15975,5568,5388,2329,0.371546776991859,0.332551536847303,0.167409430707303,0.343512863224135,0.332407921525079,0.167409430707303
"TFF2",3670,0.952389962394456,0.318161011615266,0.00108,13885,6653,54,0.926531429334045,0.410628317491668,0.00388154111558367,0.856622863841076,0.410450984021223,0.00388154111558367
